Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Updated,Unit,Op Date,Sync Date,Serv,I39,Dev,Zone,System Impact Study Completed,Feasiblity Study Status,System Impact Study Status,Optional Interconnection Study Status,Facilities Study Status,Interconnection Agreement Status,Project Status
410,Wind CNR,,Peneobscot/Washington,ME,BHE Keene Rd,,WND,0.0,48.0,48.0,2/28/2013,Withdrawn,6/1/2016,8/25/2014,,,9/2/2014,WT,8/1/2016,6/1/2016,CNR,N,,BHE,N,,,,,In Progress,
409,Gas Turbine,,Norfolk,MA,NSTAR 230 kV W. Medway Station,,DFO NG,207.7,207.7,204.4,2/28/2013,Withdrawn,2/1/2018,3/2/2015,,,3/2/2015,GT,5/31/2018,2/1/2018,CNR,N,BL,BOST,N,,In Progress,,,,Under Study
408,Gas Turbine,,Middlesex,MA,NSTAR 345 kV Mystic Station,,DFO NG,207.7,207.7,204.4,2/28/2013,Withdrawn,2/1/2018,3/17/2016,,,3/23/2016,GT,5/31/2018,2/1/2018,NR,N,PD,BOST,Y,,Document Posted,,,,
407,Saddleback Increase and CNR (see Q287),,Franklin,ME,CMP Ludden Lane Substation,,WND,1.2,34.2,34.2,2/27/2013,Completed,8/15/2015,,,,9/16/2015,WT,9/15/2015,8/15/2015,CNR,N,,ME,N,,,,,Executed,In Service
406,Canton Increase and CNR (see Q300),,Oxford,ME,CMP Ludden Lane Substation,,WND,3.55,22.8,22.8,2/22/2013,Completed,10/18/2017,,,,11/29/2017,WT,11/29/2017,10/18/2017,NR,N,,ME,N,,,,,Executed,In Service
405,Block Island Wind Farm,,Washington,RI,Grid 34.5 kV,NGRID,WND,29.0,29.0,29.0,1/18/2013,Completed,11/4/2016,,,,12/9/2016,WT,12/9/2016,11/4/2016,,Y,,RI,Y,,,,,,In Service
404,MATEP -3rd CTG,,Suffolk,MA,NSTAR Brighton substation,ISO-NE,DFO NG,14.15,100.0,105.6,1/8/2013,Completed,12/1/2016,,,,6/30/2017,GT,6/28/2017,12/1/2016,CNR,Y,BL,BOST,Y,,Document Posted,,,Executed,In Service
403,Pisgah Mountain Increase (see Q349),,Penobscot,ME,BHE Line 66,,WND,0.075,9.075,9.075,12/6/2012,Completed,11/1/2016,,,,12/16/2016,WT,12/16/2016,11/1/2016,NR,N,,BHE,N,,,,,Executed,In Service
402,Mechanicsville Hydro Increase,,Windham,CT,CL&P 23 kV at Mechanicsville,,WAT,0.31,0.31,0.31,10/16/2012,Completed,3/1/2013,,,,1/17/2014,HD,3/1/2013,3/1/2013,CNR,N,,CT,N,,,,,Executed,
401,Wind,,Washington,ME,BHE Epping 115 kV substation or BHE 34.5 kV,,WND,19.8,19.8,19.8,10/5/2012,Withdrawn,11/30/2014,8/14/2014,,,12/11/2014,WT,12/31/2014,11/30/2014,CNR,N,PD,BHE,N,In Progress,,,,,Under Study
400,Downeast Wind,,Washington,ME,BHE Epping Substation,ISO-NE,WND,90.0,90.0,90.0,10/3/2012,Withdrawn,7/18/2019,4/19/2018,,,4/19/2018,WT,10/3/2019,7/18/2019,NR,Y,PD,BHE,Y,Document Posted,Document Posted,,,Executed,
399,Wind Increase,,Franklin,ME,CMP Ludden Lane Substation,,WND,1.2,34.2,34.2,10/1/2012,Withdrawn,6/2/2014,2/27/2013,,,2/27/2013,WT,8/15/2014,6/2/2014,CNR,N,,ME,N,,,,,,
398,Dighton Power Uprate,,Bristol,MA,GRID 115 kV U6 Line,ISO-NE,NG,5.0,180.0,197.0,9/4/2012,Completed,12/5/2013,,,,11/15/2013,CC,12/5/2013,12/5/2013,CNR,Y,CD,SEMA,Y,,Document Posted,,,Executed,In Service
397,Hancock Wind Project,,Hancock,ME,BHE Line 66 - Bull Hill substation,ISO-NE,WND,51.0,51.0,51.0,8/30/2012,Completed,10/1/2016,,,,12/14/2016,WT,12/14/2016,10/1/2016,NR,Y,PD,BHE,Y,,Document Posted,,,Executed,In Service
396,Berkshire Wind Increase,,Berkshire,MA,WMECO 23 kV from Partridge substation,NU,WND,4.6,19.6,19.6,8/28/2012,Completed,9/25/2019,,,,1/7/2020,WT,11/19/2019,9/25/2019,NR,N,BL,WMA,Y,,Document Posted,,,Executed,Under Construction
395,Solar,,Windham,VT,CVPS 46 kV,,SUN,2.18,2.18,2.18,7/30/2012,Withdrawn,5/15/2013,10/24/2012,,,10/24/2012,PV,6/1/2013,5/15/2013,CNR,N,,VT,N,,,,,,
394,Bridgeport Fuel Cell 2,,Fairfield,CT,UI 13.8 kV New Congress I substation,UI,NG,5.6,5.6,5.6,7/25/2012,Completed,11/24/2013,,,,12/23/2013,FC,12/22/2013,11/24/2013,,Y,,SWCT,Y,,,,,Executed,In Service
394,Bridgeport Fuel Cell I,,Fairfield,CT,UI 13.8 kV Ash Creek substation,UI,NG,5.6,5.6,5.6,7/25/2012,Completed,11/24/2013,,,,12/23/2013,FC,12/22/2013,11/24/2013,,Y,,SWCT,Y,,Document Posted,,,Executed,In Service
394,Bridgeport Fuel Cell 3,,Fairfield,CT,UI 13.8 kV New Congress II Substation,UI,NG,4.15,4.15,4.15,7/25/2012,Completed,11/24/2013,,,,12/23/2013,FC,12/22/2013,11/24/2013,,Y,,SWCT,Y,,,,,Executed,In Service
393,Wind,,Somerset,ME,CMP 115 kV W. S. Wyman Hydro Substation,,WND,84.0,84.0,84.0,5/7/2012,Withdrawn,10/1/2016,10/28/2015,,,10/28/2015,WT,11/1/2016,10/1/2016,NR,N,PD,ME,N,Document Posted,,,,,
392,Wind,,Coos,NH,PSNH 12.47 kV,,WND,2.7,2.7,2.7,3/28/2012,Withdrawn,10/15/2012,7/11/2012,,,7/23/2012,WT,10/29/2012,10/15/2012,CNR,N,,NH,N,,,,,,
391,Weston Station AVR Replacement U2-4,,Somerset,ME,CMP 34.5 kV Weston Substation,ISO-NE,WAT,0.0,14.806,14.806,2/2/2012,Completed,7/30/2015,,,,10/9/2015,HD,7/31/2015,7/30/2015,CNR,Y,BL,ME,Y,,,,,Executed,In Service
391,Weston Station GSU/AVR Replacement U1,,Somerset,ME,CMP 34.5 kV Weston Substation,ISO-NE,WAT,0.0,14.806,14.806,2/2/2012,Completed,12/14/2013,,,,12/17/2013,HD,12/14/2013,12/14/2013,CNR,Y,BL,ME,Y,,Document Posted,,,Executed,In Service
391,Weston Station Uprate U4,,Somerset,ME,CMP 34.5 kV Weston Substation,ISO-NE,WAT,1.6,14.806,14.806,2/2/2012,Completed,7/30/2015,,,,10/9/2015,HD,7/31/2015,7/30/2015,CNR,Y,BL,ME,Y,,,,,Executed,In Service
390,Spruce Ridge Wind Farm,,Grafton,NH,NGRID 230 kV Comerford/Dunbarton Line,ISO-NE,WND,50.82,50.82,50.82,1/30/2012,Withdrawn,9/18/2017,4/10/2017,,,4/11/2017,WT,10/31/2017,9/18/2017,NR,Y,PD,NH,Y,,Document Posted,,,Executed,
389,Solar,,Fairfield,CT,CL&P 115 kV Norwalk Harbor Substation,,SUN,5.04,5.04,5.04,1/17/2012,Withdrawn,3/31/2013,3/23/2012,,,3/23/2012,PV,5/31/2013,3/31/2013,CNR,N,,NOR,N,,,,,,
388,Combined Cycle,,Fairfield,CT,UI 115 kV or 345 kV,,NG,680.0,680.0,700.0,1/13/2012,Withdrawn,3/1/2016,3/19/2013,,,3/26/2013,CC,5/31/2016,3/1/2016,,N,PD,SWCT,N,,,,,,
387,Footprint Combined Cycle Unit,,Essex,MA,NGRID 115 kV Salem Harbor Substation,NGRID,NG,715.6,715.6,715.6,1/13/2012,Completed,12/22/2017,,,,5/31/2018,CC,5/31/2018,12/22/2017,CNR,Y,BL,BOST,Y,,Document Posted,,,Executed,In Service
387,Gas Turbine Increase,,New Haven,CT,CMEEC 115kV Wallingford Substation,,NG,13.5,250.0,250.0,1/13/2012,Withdrawn,2/28/2013,3/22/2013,,,3/26/2013,GT,2/28/2013,2/28/2013,,Y,,SWCT,N,,Document Posted,,,Executed,Under Construction
386,Westbrook Energy Center Expansion,,York,ME,CMP 115 kV Westbrook Substation,ISO-NE,NG,9.5,538.0,597.0,1/12/2012,Completed,1/31/2013,,,,2/5/2013,CC,1/31/2013,1/31/2013,CNR,Y,CD,SME,Y,,,,,Executed,
385,Wind,,Calendonia and Essex,VT,VELCO 115 kV Lyndonville substation,,WND,60.0,60.0,60.0,1/6/2012,Withdrawn,9/1/2015,5/21/2014,,,5/21/2014,WT,12/1/2015,9/1/2015,CNR,N,PD,VT,N,Document Posted,In Progress,,,,
384,CPV Towantic Energy Center,,New Haven,CT,CL&P 115 kV,ISO-NE,DFO NG,745.0,745.0,775.0,12/29/2011,Completed,1/24/2018,,,,5/21/2018,CC,5/21/2018,1/24/2018,CNR,Y,PD,SWCT,Y,,Document Posted,,,Executed,In Service
383,Wind,,Franklin,ME,CMP Roxbury substation,,WND,198.0,198.0,198.0,12/22/2011,Withdrawn,10/31/2015,7/26/2013,,,7/26/2013,WT,10/31/2016,10/31/2015,CNR,N,PD,ME,N,Document Posted,,,,,
382,Wind,,Oxford,ME,CMP 115 kV Rumford to Livermore Line,,WND,79.86,79.86,79.86,12/5/2011,Withdrawn,7/31/2014,11/20/2012,,,11/20/2012,WT,10/31/2014,7/31/2014,CNR,N,PD,ME,N,,,,,,
381,Wind,,Lincoln,ME,CMP 34.5 kV Boothbay Substation,CMP,WND,11.9,11.9,11.9,11/14/2011,Withdrawn,9/1/2017,10/21/2013,,,10/21/2013,WT,9/15/2017,9/1/2017,CNR,N,BL,ME,Y,,Document Posted,,,,
380,1000 MW HVDC Line,,,MA,NSTAR Barnstable 345 kV,,,,,,11/10/2011,Withdrawn,1/1/2020,2/16/2015,,,2/17/2015,,6/1/2020,1/1/2020,,N,,SEMA,N,,Not Started,,,,
380,1000 MW HVDC Line,,,MA,NSTAR Carver 345 kV,,,,,,11/10/2011,Withdrawn,1/1/2020,2/16/2015,,,2/17/2015,,6/1/2020,1/1/2020,,N,,SEMA,N,,Not Started,,,,
379,CornerStone Power Monson 2,,Hampden,MA,GRID 69 kV N14 Line,ISO-NE,SUN,4.92,4.92,4.92,10/19/2011,Withdrawn,10/15/2014,8/12/2014,,,9/2/2014,PV,11/1/2014,10/15/2014,NR,Y,BL,WMA,Y,,Document Posted,,,Executed,Under Construction
379,CornerStone Power Monson 3,,Hampden,MA,GRID 69 kV N14 Line,ISO-NE,SUN,4.92,4.92,4.92,10/19/2011,Withdrawn,10/15/2014,8/12/2014,,,9/2/2014,PV,11/1/2014,10/15/2014,NR,Y,BL,WMA,Y,,Document Posted,,,Executed,Under Construction
378,HVDC Line,,,MA,MEPCO 345 kV at Haynesville or MPC 345 KV/GRID 115,,,0.0,,,10/18/2011,Withdrawn,12/31/2015,11/15/2013,,,11/15/2013,,12/31/2015,12/31/2015,,N,,BOST,N,,Not Started,,,,
377,Harrington Street PV Project (QF),,Worcester,MA,GRID 69 kV,NGRID,SUN,9.75,9.75,9.75,9/14/2011,Completed,2/8/2016,,,,12/23/2016,PV,12/23/2016,2/8/2016,,Y,,WMA,Y,,,,,,In Service
376,Algonquin Power Windsor Locks CNR Increase,,Hartford,CT,CL&P Windsor Locks 23 kV Substation,ISO-NE,NG,0.0,0.0,0.0,9/8/2011,Completed,6/28/2012,,,,7/30/2012,IC,7/20/2012,6/28/2012,CNR,Y,BL,CT,Y,,,,,,
375,Wind,,Merrimack/Grafton,NH,GRID Comerford/Merrimack 230 kV Line,,WND,80.0,80.0,80.0,9/7/2011,Withdrawn,9/30/2014,9/27/2013,,,9/27/2013,WT,12/31/2014,9/30/2014,CNR,N,BL,NH,N,,,,,,
374,Brayton Pt. 2 Exciter Replacement,,Bristol,MA,GRID 345 kV Brayton Pt Switchyard,ISO-NE,BIT,0.0,0.0,0.0,8/24/2011,Withdrawn,5/22/2014,12/4/2013,,,1/28/2014,ST,5/30/2014,5/22/2014,CNR,Y,BL,RI,Y,,Document Posted,,,Executed,
374,Brayton Pt. 1 Exciter Replacement,,Bristol,MA,GRID 345 kV Brayton Pt Switchyard,ISO-NE,BIT,0.0,0.0,0.0,8/24/2011,Completed,5/12/2012,,,,6/7/2012,ST,5/20/2012,5/12/2012,CNR,Y,,RI,Y,,Document Posted,,,Executed,In Service
373,CC Administrative Increase,,Hampden,MA,WMECO Ludlow 19S substation,,DFO NG,0.0,478.0,550.0,8/12/2011,Withdrawn,,9/21/2012,,,9/21/2012,CC,,,CNR,N,,WMA,N,,,,,,
372,Skelton Station Modernization Phase 1,,York,ME,CMP 34.5 kV Louden substation,ISO-NE,WAT,1.083,21.083,21.083,8/3/2011,Completed,12/19/2013,,,,1/7/2014,HD,12/28/2013,12/19/2013,CNR,Y,,ME,Y,,Document Posted,,,Executed,In Service
372,Skelton Station Modernization Phase 2,,York,ME,CMP 34.5 kV Louden substation,ISO-NE,WAT,1.083,22.2,22.2,8/3/2011,Completed,12/14/2013,,,,1/7/2014,HD,12/28/2013,12/14/2013,CNR,Y,BL,ME,Y,,Document Posted,,,Executed,In Service
371,Wind,,Hillsborough,NH,PSNH L163 115 kV,ISO-NE,WND,33.0,33.0,33.0,8/1/2011,Withdrawn,6/30/2015,8/6/2013,,,8/6/2013,WT,7/31/2015,6/30/2015,CNR,Y,PD,NH,Y,,Document Posted,,,,
370,Shepaug AVR Upgrade,,New Haven,CT,CL&P 69 kV bus at Shepaug,ISO-NE,WAT,0.0,0.0,0.0,7/1/2011,Completed,9/23/2012,,,,10/15/2012,HW,10/16/2012,9/23/2012,CNR,Y,,SWCT,Y,,,,,,
369,Combined Cycle,,Fairfield,CT,NU 345 kV Line,,NG,745.0,745.0,775.0,6/8/2011,Withdrawn,1/1/2016,11/28/2011,,,11/29/2011,CC,6/1/2016,1/1/2016,CNR,N,,NOR,N,,,,,,
368,Wind,,Hillsborough,NH,PSNH 34.5 kV to Monadnock substation,ISO-NE,WND,16.1,16.1,16.1,5/27/2011,Withdrawn,10/1/2014,7/25/2013,,,7/25/2013,WT,10/31/2014,10/1/2014,CNR,Y,CD,NH,Y,,Document Posted,,,,
368,Wind,,Hillsborough,NH,PSNH 7.2 kV to Milford Substation,,WND,10.0,10.0,10.0,5/27/2011,Withdrawn,9/1/2012,8/23/2011,,,6/10/2014,WT,9/30/2012,9/1/2012,CNR,N,,NH,N,,Document Posted,,,,Under Study
367,Kingdom Community Wind Increase (see Q311),,Orleans,VT,VEC Lowell 46 kV station,ISO-NE,WND,3.075,64.575,64.575,5/26/2011,Completed,8/29/2012,,,,11/19/2012,WT,12/16/2012,8/29/2012,CNR,Y,,VT,Y,,Document Posted,,,Executed,
366,Wyman Hydro Uprate U3,,Somerset,ME,CMP 115 kV Wyman,ISO-NE,WAT,4.3,30.0,30.0,5/23/2011,Completed,3/24/2016,,,,3/30/2016,HW,3/30/2016,3/24/2016,CNR,Y,PD,ME,Y,,Document Posted,,,Executed,In Service
366,Wyman Hydro Uprate U2,,Somerset,ME,CMP 115 kV Wyman,ISO-NE,WAT,0.0,29.9,29.9,5/23/2011,Completed,3/23/2015,,,,3/25/2015,HW,3/23/2015,3/23/2015,CNR,Y,PD,ME,Y,,Document Posted,,,Executed,
366,Wyman Hydro Uprate U1,,Somerset,ME,CMP 115 kv Wyman,ISO-NE,WAT,2.5,30.0,30.0,5/23/2011,Completed,3/24/2016,,,,3/30/2016,HW,3/30/2016,3/24/2016,CNR,Y,PD,ME,Y,,Document Posted,,,Executed,In Service
365,Bridgeport Harbor #3 CNR Increase,,Fairfield,CT,UI Pequonnock 115 kV substation,,DFO SUB,5.0,385.0,385.0,4/27/2011,Completed,,,,,11/14/2011,ST,10/31/2011,,CNR,Y,,SWCT,N,,,,,,
364,Solar,,Hampden,MA,GRID 69kV N-14 Line,,SUN,4.92,4.92,4.92,4/7/2011,Withdrawn,3/1/2012,5/18/2011,,,5/26/2011,PV,3/31/2012,3/1/2012,CNR,N,,WMA,N,,,,,,
363,Solar,,Bristol,MA,NSTAR 115 kV or 13.2 kV,,SUN,6.0,6.0,6.0,3/31/2011,Withdrawn,9/30/2012,7/29/2011,,,7/29/2011,PV,12/31/2012,9/30/2012,CNR,N,,SEMA,N,,,,,,
362,Milford Hydro Expansion Increase (Q358),,Penobscot,ME,BHE Milford substation,BHE,WAT,0.183,9.083,9.083,3/22/2011,Completed,11/1/2011,,,,11/17/2011,HD,11/4/2011,11/1/2011,CNR,Y,,BHE,Y,,Document Posted,,,,
361,Grandpas Knob Wind,,West Rutland,VT,VELCO W Rutland 115 kV Substation,ISO-NE,WND,20.0,20.0,20.0,3/14/2011,Withdrawn,9/30/2016,5/19/2014,,,5/19/2014,WT,12/31/2016,9/30/2016,NR,Y,BL,VT,Y,,Document Posted,,,Executed,
360,Turners Falls Hydro CNR,,Franklin,MA,WMECO 13.8 kV,,WAT,0.0,0.95,0.95,3/14/2011,Completed,5/29/2012,,,,1/13/2015,HD,5/29/2012,5/29/2012,NR,N,BL,WMA,N,,,,,,
360,Indian River Power Supply CNR,,Hampden,MA,WMECO 23 kV circuit,,WAT,0.0,1.3,1.3,3/14/2011,Completed,,,,,8/3/2011,HD,8/2/2011,,CNR,N,,WMA,N,,,,,,
360,Woronoco Hydro CNR,,Hampden,MA,WMECO 23 kV,,WAT,0.0,2.7,2.7,3/14/2011,Completed,,,,,1/11/2012,HD,1/6/2012,,CNR,N,,WMA,N,,,,,,
359,Bear Swamp AVR/PSS Unit 2,,Franklin and Berkshire,MA,GRID Bear Swamp 230 kV substation,ISO-NE,WAT,0.0,0.0,0.0,3/7/2011,Completed,6/30/2011,,,,6/9/2020,PS,7/13/2011,6/30/2011,CNR,Y,,WMA,Y,,Document Posted,,,,
359,Bear Swamp AVR/PSS Unit 1,,Franklin and Bershire,MA,Bear Swamp 230 kV substation,ISO-NE,WAT,0.0,0.0,0.0,3/7/2011,Completed,3/6/2012,,,,3/9/2012,PS,3/8/2012,3/6/2012,CNR,Y,,WMA,Y,,Document Posted,,,,
358,Hydro,,Penobscot,ME,BHE Orono 12.5 kV substation,,WAT,3.858,3.858,3.858,3/4/2011,Withdrawn,8/1/2012,4/11/2011,,,4/12/2011,HD,8/15/2012,8/1/2012,CNR,N,,BHE,N,,,,,,
358,Milford Hydro Expansion,,Penobscot,ME,BHE Milford Substation,BHE,WAT,2.5,8.9,8.9,3/4/2011,Completed,11/1/2011,,,,11/17/2011,HD,11/4/2011,11/1/2011,CNR,Y,,BHE,Y,,Document Posted,,,Executed,In Service
358,Medway Hydro Expansion,,Penobscot,ME,BHE Medway substation,BHE,WAT,0.6,4.003,4.003,3/4/2011,Completed,4/4/2012,,,,10/26/2016,HD,4/4/2012,4/4/2012,CNR,Y,,BHE,Y,,Document Posted,,,Executed,
358,Hydro,,Penobscot,ME,BHE Stillwater 12.5 kV substation,,WAT,2.274,2.274,2.274,3/4/2011,Withdrawn,8/1/2012,10/5/2011,,,10/6/2011,HD,8/15/2012,8/1/2012,CNR,N,,BHE,N,,Document Posted,,,,
357,Passadumkeag Windpark,,Penobscot,ME,BHE 115 kV between Enfield and James River Substat,ISO-NE,WND,39.975,39.975,39.975,2/24/2011,Completed,4/12/2016,,,,7/1/2016,WT,5/23/2016,4/12/2016,NR,Y,PD,BHE,Y,,Document Posted,,,Executed,In Service
356,Altresco Increase (winter),,Berkshire,MA,WMECO Doreen 19A substation,ISO-NE,DFO NG,0.0,160.0,192.5,2/4/2011,Completed,,,,,6/26/2012,CC,6/29/2012,,CNR,Y,BL,WMA,Y,,,,,,
355,HVDC Tie,,,,UI Singer 345 kV substation to LIPA Pt Jefferson 1,,,,,,1/27/2011,Withdrawn,,12/4/2012,,,12/4/2012,,6/30/2016,,,N,,,N,,,,,,
354,Combined Cycle Increase,,Berkshire,MA,WMECO Doreen 19A Substation,,DFO NG,20.2,157.3,185.2,1/12/2011,Withdrawn,,2/4/2011,,,2/7/2011,CC,4/1/2011,,CNR,N,,WMA,N,,,,,,
353,Wind,,Plymouth,MA,NSTAR 115 kV Valley substation,ISO-NE,WND,9.9,9.9,9.9,12/21/2010,Withdrawn,11/30/2013,8/8/2012,,,8/8/2012,WT,12/31/2013,11/30/2013,CNR,N,BL,SEMA,Y,,,,,,
353,Wind,,Barnstable,MA,NSTAR 115 kV Valley substation,,WND,14.9,14.9,14.9,12/21/2010,Withdrawn,10/31/2012,6/7/2011,,,6/9/2011,WT,11/30/2012,10/31/2012,CNR,N,,SEMA,N,,,,,,
352,Salem Harbor Station Increase,,Essex,MA,Salem Switchyard,,BIT RFO,8.0,750.58,753.07,12/14/2010,Completed,,,,,5/26/2011,ST,,,CNR,N,,BOST,N,,,,,,
351,Gulf Island Unit 2 Increase,,Androscoggin,ME,CMP Gulf Island 115 kV,,WAT,4.4,38.915,38.915,12/3/2010,Completed,4/26/2011,,,,1/11/2012,HW,4/26/2011,4/26/2011,CNR,Y,,SME,N,,,,,,
350,Wind,,Somerset,ME,CMP Wyman substation,ISO-NE,WND,96.9,96.9,96.9,11/10/2010,Withdrawn,10/1/2016,10/5/2015,,,10/5/2015,WT,12/31/2016,10/1/2016,NR,N,PD,ME,Y,Document Posted,In Progress,,,,Under Study
350,Wind,,Washington,ME,BHE Washington County 115 kV substation,,WND,92.25,92.25,92.25,11/10/2010,Withdrawn,10/1/2015,11/15/2013,,,10/1/2015,WT,12/31/2015,10/1/2015,NR,N,PD,BHE,N,Document Posted,In Progress,,,,
349,Pisgah Mountain,,Penobscot,ME,BHE Line 66,ISO-NE,WND,9.0,9.0,9.0,10/20/2010,Completed,11/1/2016,,,,12/16/2016,WT,12/16/2016,11/1/2016,NR,Y,PD,BHE,Y,,Document Posted,,,Executed,In Service
348,1090 MW HVDC Tie - Import Only,,,NH,HQ Des Cantons substation to PSNH Deerfield substa,NU,,,,,10/13/2010,Withdrawn,5/1/2018,2/16/2015,,,2/17/2015,,6/1/2018,5/1/2018,,Y,,NH,Y,,Document Posted,,,,
347,Bucksport G5,,Hancock,ME,CMP 115 kV,ISO-NE,WDS,25.0,25.0,25.0,10/7/2010,Completed,10/25/2012,,,,2/13/2014,ST,11/15/2012,10/25/2012,NR,Y,BL,ME,Y,,Document Posted,,,Executed,In Service
346,Burgess BioPower Increase,,Coos,NH,PSNH Eastside (Berlin) Substation,ISO-NE,WDS,9.0,67.5,67.5,10/1/2010,Completed,10/25/2013,,,,4/7/2015,ST,6/17/2014,10/25/2013,CNR,Y,PD,NH,Y,,Document Posted,,,Executed,In Service
345,Groton Wind Farm,,Grafton,NH,PSNH Beebe River 115 kV Substation,ISO-NE,WND,48.0,48.0,48.0,9/8/2010,Completed,10/31/2012,,,,12/27/2012,WT,12/28/2012,10/31/2012,CNR,Y,PD,NH,Y,Document Posted,Document Posted,,,,
344,Mass Power Increase,,Hampden,MA,NU 115 kV Shawanigan,,NG,5.0,256.3,279.89,9/7/2010,Completed,9/30/2011,,,,9/30/2011,CC,9/30/2011,9/30/2011,CNR,Y,,WMA,N,,,,,,
343,Operating change,,Plymouth,MA,NSTAR 342 & 355 Line/345 switchyard,,NUC,0.0,0.0,0.0,8/10/2010,Withdrawn,,3/21/2012,,,3/21/2012,ST,,,,N,BL,SEMA,N,,,,,,
342,Manchester Street Station Exciter Upgrades & incre,,Providence,RI,GRID 115 kV Franklin substation,ISO-NE,NG,12.0,483.0,510.0,7/21/2010,Completed,2/13/2011,,,,6/9/2011,CC,6/14/2011,2/13/2011,CNR,Y,CD,RI,Y,,,,,,
341,HVDC Line,,,MA,MEPCO 345kV at Haynesville or MPC 345 kV/NSTAR 345,,,0.0,,,7/19/2010,Withdrawn,12/31/2014,11/15/2013,,,11/15/2013,,12/31/2014,12/31/2014,,N,,BOST,N,,Not Started,,,,
340,Biomass,,Bennington,VT,CVPS East Pownal to Bennington 46 KV line,,WDS,33.0,33.0,33.3,6/24/2010,Withdrawn,12/31/2012,3/28/2011,,,3/31/2011,ST,3/31/2013,12/31/2012,CNR,N,BL,VT,N,,,,,,
339,Exciter Upgrades,,Providence,RI,GRID 115 kV Franklin substation,,NG,0.0,441.0,492.0,6/9/2010,Withdrawn,2/13/2011,7/21/2010,,,7/22/2010,CC,3/7/2011,2/13/2011,,N,,RI,N,,,,,,
338,Wind,,Hillsborough,NH,PSNH 34.5 kV 3140 Circuit,,WND,0.0,18.0,18.0,5/14/2010,Withdrawn,11/2/2013,11/19/2012,,,11/19/2012,WT,12/3/2013,11/2/2013,,N,,NH,N,,,,,,
337,"Verso Androscoggin Energy Cogen 1, 2, & 3 Increase",,Franklin,ME,CMP Section 227,ISO-NE,KER NG,26.0,147.0,180.0,5/14/2010,Completed,,,,,1/20/2012,CC,1/13/2012,,CNR,Y,BL,ME,Y,,,,,,
336,Manchester Street Station increase,,Providence,RI,GRID 115 kV Franklin substation,,NG,0.0,471.0,492.0,5/14/2010,Completed,,,,,8/4/2010,CC,8/2/2010,,CNR,N,,RI,N,,,,,,
335,Biomass,,Hancock,ME,CMP 115 kV,,WDS,18.1,18.1,18.1,5/14/2010,Withdrawn,2/1/2012,6/30/2011,,,6/30/2011,ST,3/1/2012,2/1/2012,CNR,N,CD,ME,Y,,,,,,
334,Wind,,Hampden,MA,Section #175 115kV line from Palmer to Little Rest,,WND,30.0,30.0,30.0,5/14/2010,Withdrawn,10/1/2012,3/17/2011,,,3/21/2011,WT,12/31/2012,10/1/2012,CNR,N,BL,WMA,N,,,,,,
333,Bingham Wind,,Somerset,ME,CMP Guilford Substation,ISO-NE,WND,184.8,184.8,184.8,5/14/2010,Completed,8/15/2016,,,,12/13/2016,WT,12/13/2016,8/15/2016,CNR,Y,PD,ME,Y,Document Posted,Document Posted,,,Executed,In Service
332,RISEP Increase,,Providence,RI,115 kV RISE substation,ISO-NE,NG,66.0,613.0,625.0,5/13/2010,Completed,11/15/2011,,,,2/19/2013,CC,11/12/2012,11/15/2011,NR,Y,BL,RI,Y,,Document Posted,,,Executed,In Service
331,Kendall #3 Back Pressure Steam Turbine,,Middlesex,MA,115 kV Line 875-539 to NSTAR 875 substation,,DFO NG,7.5,28.5,28.4,5/13/2010,Completed,5/31/2016,,,,5/31/2016,ST,5/31/2016,5/31/2016,CNR,Y,,BOST,N,,,,,Executed,In Service
331,Waterbury Generation Increase,,New Haven,CT,CL&P Baldwin 115 kV substation,,NG,7.5,103.6,103.0,5/13/2010,Completed,9/30/2010,,,,1/10/2011,GT,10/12/2010,9/30/2010,CNR,Y,,SWCT,N,,,,,Executed,
330,Fair Haven Biomass,,Rutland,VT,CVPS 46 kV Castleton - Fair Haven,ISO-NE,WDS,33.0,33.0,33.3,5/10/2010,Withdrawn,1/29/2016,6/9/2015,,,6/9/2015,ST,3/30/2016,1/29/2016,NR,Y,BL,VT,Y,,Document Posted,,,Executed,
329,Georgia Mountain Community Wind,,Chittenden,VT,CVPS 34.5 kV Fairfax - Milton Line,ISO-NE,WND,10.0,10.0,10.0,5/7/2010,Completed,12/20/2012,,,,12/27/2012,WT,12/31/2012,12/20/2012,CNR,Y,BL,VT,Y,,,,,Executed,
328,Douglas Woods Wind Unit 12,,Worcester,MA,GRID 69 kV S19 at E. Webster Substation,ISO-NE,WND,2.5,30.0,30.0,5/6/2010,Withdrawn,8/1/2014,9/5/2013,,,6/9/2020,WT,10/1/2014,8/1/2014,NR,Y,,WMA,Y,,,,,,
328,Douglas Woods Wind Units 1-11,,Worcester,MA,GRID 69 kV S19 at E. Webster Substation,ISO-NE,WND,27.5,27.5,27.5,5/6/2010,Withdrawn,8/1/2014,9/5/2013,,,6/9/2020,WT,10/1/2014,8/1/2014,NR,Y,,WMA,Y,,Document Posted,,,,
