Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Proposed In-Service Date,Proposed Initial-Sync Date,Last Updated Date,Z,S,Availability of Studies,SGIA Tender Date
0558,Segment A 765,"North America Transmission, LLC",Oneida-Albany,NY,Edic - New Scotland 345kV,NM-NG/ NYPA,AC Transmission,0.0,,,2016-07-06,Withdrawn,,2019-04-30 00:00:00,,,,,,"E, F",0.0,,
0559,Segment B Base,"North America Transmission, LLC",Oneida-Albany,NY,Knickerbocker - PV 345kV,NM-NG/O&R CHGE/ConEd,AC Transmission,0.0,,,2016-07-06,Withdrawn,,2019-04-30 00:00:00,,,,,,"E, F",0.0,,
0560,Deer River Wind,"Deer River Wind, LLC",Lewis,NY,Black River-Lighthouse Hill 115kV,NM-NG,Wind,100.0,100,100,2016-07-08,Withdrawn,,2024-12-31 00:00:00,,,,,,E,0.0,,
0561,Astoria Generating Unit 4,Astoria Generating Company LP,NY,NY,Astoria West Substation 138 kV,ConEd,Steam Turbine,385.0,385,385,2016-07-18,Withdrawn,,2020-02-29 00:00:00,,,,,,J,0.0,,
0562,Hidden Meadow Solar,"OneEnergy Development, LLC",Columbia-Dutchess,NY,Milan - Churchtown 115kV,NM-NG,Solar,20.0,20,20,2016-07-22,Withdrawn,,2017-03-31 00:00:00,,,,,,"F, G",0.0,,
0563,Double Lock Solar,"Double Lock Solar, LLC",Herkimer,NY,St. Johnsville - Marshville 115kV,NM-NG,Solar,20.0,20,20,2016-07-25,Withdrawn,,2019-07-31 00:00:00,,,,,,E,0.0,,
0565,Tayandenega Solar,"Tayandenega Solar, LLC",Montgomery,NY,St. Johnsville - Inghams 115kV,NM-NG,Solar,20.0,20,20,2016-07-25,Withdrawn,,2025-06-30 00:00:00,,,,,,F,0.0,,
0567,Tribes Hill Solar,"Tribes Hill Solar, LLC",Montgomery,NY,Ephrata - Florida 69KV,NM-NG,Solar,20.0,20,20,2016-08-10,Withdrawn,,2018-06-30 00:00:00,,,,,,F,0.0,,
0568,Turkey Hollow Solar,"Turkey Hollow Solar, LLC",Delaware,NY,Grand Gorge - Axtell Road 115kV,NYSEG,Solar,20.0,20,20,2016-08-16,Withdrawn,,2018-01-31 00:00:00,,,,,,F,0.0,,
0569,Greene County,"Hecate Energy, LLC",Greene,NY,,CHGE,Solar,50.0,50,50,2016-08-17,Withdrawn,,2016-09-30 00:00:00,,,,,,G,0.0,,
0574,Mad River Wind,"Atlantic Wind, LLC",Jefferson-Oswego,NY,Volney - Marcy 345kV,NM-NG,Wind,450.0,450,450,2016-09-16,Withdrawn,,2023-01-31 00:00:00,,,,,,E,0.0,,
0576,Astoria Generating Unit 4,Astoria Generating Company LP,NY,NY,Astoria East Substation 138kV,ConEd,Steam Turbine,385.0,385,385,2016-09-16,Withdrawn,,2020-02-29 00:00:00,,,,,,J,0.0,,
0577,Greene County Energy,"Greene County Energy Properties, LLC",Greene,NY,New Baltimore - Coxsackie 69 kV,CHG&E,Solar,20.0,20,20,2016-09-20,Withdrawn,,2024-05-31 00:00:00,,,,,,G,0.0,,
0578,Sharon Solar,Sharon Solar LLC,Schoharie,NY,Sharon Substation 69kV,NM-NG,Solar,20.0,20,20,2016-09-20,Withdrawn,,2017-06-30 00:00:00,,,,,,F,0.0,,
0582,Sunny Knoll Solar,Sunny Knoll Solar LLC,Schoharie,NY,Cobleskill - Schoharie 69kV,NM-NG,Solar,20.0,20,20,2016-10-18,Withdrawn,,2019-05-31 00:00:00,,,,,,F,0.0,,
0585,Caledonia I Solar,Caledonia Solar LLC,Livingston,NY,Golah - South Perry 69kV,NM-NG,Solar,20.0,20,20,2016-11-07,Withdrawn,,2018-06-30 00:00:00,,,,,,A,0.0,,
0587,Fork Valley Solar,Fork Valley Solar LLC,Steuben,NY,Eelpot Rd 345.5kV Substation,NYSEG,Solar,20.0,20,20,2016-11-08,Withdrawn,,2018-07-31 00:00:00,,,,,,C,0.0,,
0588,Niagara Transmission Expansion,"Exelon Transmission Co., LLC",Niagara-Erie,NY,Niagara - Gardenville,NYPA/NYSEG/ NM-NG,AC Transmission,0.0,,,2016-11-15,Withdrawn,,2017-09-30 00:00:00,,,,,,A,0.0,,
0589,North Country Solar,"Duke Energy Renewables Solar, LLC",Lewis,NY,Boonville 46kV ,NM-NG,Solar,15.0,15,15,2016-12-02,Withdrawn,,2022-03-31 00:00:00,,,,,,E,0.0,,
0591,Highview Solar,SunEast Highview Solar LLC,Wyoming,NY,South Perry 34.5kV,NYSEG,Solar,20.0,20,20,2016-12-02,Withdrawn,,2026-05-31 00:00:00,,,,,,C,0.0,,
0592,Niagara Solar,Niagara NY Solar LLC,Wyoming,NY,Bennington 34.5kV,NYSEG,Solar,20.0,20,20,2016-12-02,Withdrawn,,2026-05-31 00:00:00,,,,,,A,0.0,,
0595,SW Energy,"North Park Energy, LLC",Cattaraugus,NY,Five Mile Rd Substation 115kV,NM-NG,Energy Storage,100.0,100,100,2016-12-29,Withdrawn,,2021-08-31 00:00:00,,,,,,A,0.0,,
0597,Greene County 3,Hecate Energy Greene County 3 LLC,Greene,NY,North Catskill - Coxsackie 69kV,CHG&E,Solar,20.0,20.0,20.0,2017-01-10,Withdrawn,,2024-05-31 00:00:00,,,,,,G,0.0,,
0599,LeRoy Solar,"LeRoy, LLC",Genesee,NY,LeRoy Substation 115kV,NGrid,Solar,20.0,20,20,2017-01-11,Withdrawn,,2017-04-30 00:00:00,,,,,,B,0.0,,
0600,Darby Solar,"Conti Enterprises, Inc.",Washington,NY,Mechanicville - Schaghticoke 34.5kV,NM-NG,Solar,20.0,20,20,2017-01-12,Withdrawn,,2019-04-30 00:00:00,,,,,,G,0.0,,
0601,Hood Cogen,HP Hood LLC,Madison,NY,Oneida - Fenner 115kV,NGrid,Combustion Turbine,4.0,4,4,2017-01-20,Withdrawn,,2018-12-31 00:00:00,,,,,,C,0.0,,
0602,Keesog Solar,Cypress Creek Renewables,Franklin,NY,Moses - Willis 230kV,NYPA,Solar,50.0,50,50,2017-01-30,Withdrawn,,2017-05-31 00:00:00,,,,,,D,0.0,,
0603,Riverhead,"Hecate Energy Riverhead, LLC",Suffolk,NY,Wildwood - Riverhead 69kV,LIPA,Solar,7.5,7.5,7.5,2017-02-03,Withdrawn,,2018-05-31 00:00:00,,,,,,K,0.0,,
0604,Columbia County 1,"Hecate Energy Columbia County 1, LLC",Columbia,NY,Craryville Substation 34.5kV,NYSEG,Solar,20.0,20,20,2017-02-07,Withdrawn,,2017-07-31 00:00:00,,,,,,G,0.0,,
0605,Columbia County 2,"Hecate Energy Columbia County 2, LLC",Columbia,NY,Craryville Substation 34.5kV,NYSEG,Solar,20.0,20,20,2017-02-07,Withdrawn,,2017-07-31 00:00:00,,,,,,G,0.0,,
0606,Columbia County 3,"Hecate Energy Craryville 3, LLC",Columbia,NY,Craryville Substation 34.5kV,NYSEG,Solar,10.0,10,10,2017-02-07,Withdrawn,,2017-07-31 00:00:00,,,,,,G,0.0,,
0607,Empire State Connector II,Empire State Connector Corporation,Oneida-NY,NY,Marcy - Astoria 345kV,NYPA/NM-NG/ ConEd,DC Transmission,1000.0,1000,1000,2017-02-08,Withdrawn,,2017-03-31 00:00:00,,,,,,"E, J",0.0,,
0608,Segment A,"ITC NY Development, LLC",Oneida-Albany,NY,Edic - New Scotland 345kV,NM-NG,AC Transmission,0.0,,,2017-02-08,Withdrawn,,2019-04-30 00:00:00,,,,,,"E, F",0.0,,
0609,Segment B,"ITC NY Development, LLC",Oneida-Albany,NY,Knickerbocker - PV 345kV,NM-NG/NYSEG/ CHGE/ConEd,AC Transmission,0.0,,,2017-02-08,Withdrawn,,2019-04-30 00:00:00,,,,,,"E, F",0.0,,
0610,Woodruff Solar,"Woodruff Solar, LLC",Livingston,NY,Golah - N. Lakeville 34.5KV,NM-NG,Solar,20.0,20,20,2017-02-10,Withdrawn,,2019-06-30 00:00:00,,,,,,A,0.0,,
0611,Badra Solar,"Badra Solar, LLC",Franklin,NY,Nicholville - Malone 115kV,NM-NG,Solar,20.0,20,20,2017-02-10,Withdrawn,,2017-03-31 00:00:00,,,,,,D,0.0,,
0613,Sugar Maple Solar,"OneEnergy Development, LLC",Herkimer,NY,Trenton Falls - Poland 46kV,NM-NG,Solar,20.0,20,20,2017-02-17,Withdrawn,,2019-06-30 00:00:00,,,,,,E,0.0,,
0614,Sabertooth Solar,"Sabertooth Solar, LLC",Cortland,NY,Willett - Lapeer 115kV,NYSEG,Solar,20.0,20,20,2017-02-22,Withdrawn,,2017-06-30 00:00:00,,,,,,B,0.0,,
0615,West Point II HVDC,"West Point Partners, LLC",Albany-Westchester,NY,New Scotland - Buchanan South 345kV,NM-NG/ConEd,DC Transmission,1000.0,1000,1000,2017-03-02,Withdrawn,,2019-02-28 00:00:00,,,,,,"F, H",0.0,,
0616,Mohawk Solar,"Heelstone Development, LLC",Herkimer,NY,Watkins Rd - Ilion 115kV,NM-NG,Solar,20.0,20,20,2017-03-23,Withdrawn,,2019-04-30 00:00:00,,,,,,E,0.0,,
0621,Saugerties Solar,"Blue Stone Solar Energy, LLC",Ulster,NY,Saugerties - Woodstock 69kV,CHGE,Solar,20.0,20,20,2017-03-27,Withdrawn,,2020-10-31 00:00:00,,,,,,G,0.0,,
0622,Alcoa Solar,"Geronimo Solar Energy, LLC",St. Lawrence,NY,13.8kV,NM-NG,Solar,20.0,20,20,2017-03-27,Withdrawn,,2017-06-30 00:00:00,,,,,,E,0.0,,
0623,Puckett Solar,"Conti Enterprises, Inc.",Chenango,NY,Chenango Forks 34.5kV Substation,NYSEG,Solar,20.0,20,20,2017-04-05,Withdrawn,,2017-06-30 00:00:00,,,,,,C,0.0,,
0624,Franklin Solar,"Franklin Solar, LLC",Franklin,NY,Malone 115kV Substation,NM-NG,Solar,150.0,150,150,2017-04-11,Withdrawn,,2023-01-31 00:00:00,,,,,,D,0.0,,
0625,Whitehart Solar,"Whitehart Solar, LLC",Sullivan,NY,Hyatt Rd.- Border City 115kV,NYSEG,Solar,20.0,20,20,2017-04-13,Withdrawn,,2018-09-30 00:00:00,,,,,,E,0.0,,
0626,KCE NY 1,"KCE NY 1, LLC",Saratoga,NY,Luther Forest 34.5kV Substation,NM-NG,,20.0,20,20,2017-04-14,Withdrawn,,2017-06-30 00:00:00,,,,,,F,0.0,,
0627,Southtown 2 Solar,"OneEnergy Development, LLC",,NY,North Angola 34.5kV Substation,NM-NG,Solar,20.0,20,20,2017-04-17,Withdrawn,,2017-06-30 00:00:00,,,,,,,0.0,,
0628,Slingshot 2 Solar,"OneEnergy Development, LLC",Steuben,NY,Hammondsport 34.5 kV Substation,NYSEG,Solar,20.0,20,20,2017-04-17,Withdrawn,,2017-08-31 00:00:00,,,,,,C,0.0,,
0629,Silver Lake Solar,"Silver Lake Solar, LLC",Wyoming,NY,South Perry 34.5kV,NYSEG,Solar,24.9,24.9,24.9,2017-04-27,Withdrawn,,2023-08-31 00:00:00,,,,,,,0.0,,
0630,Cayuga Solar,Cayuga Operating Co.,Lansing,NY,Milliken 34.5 Substation,NYSEG,Solar,20.0,20,20,2017-04-27,Withdrawn,,2018-01-31 00:00:00,,,,,,C,0.0,,
0632,Alps - Berkshire,GridAmerica Holdings Inc.,Rensselaer,NY,Alps - Berkshire 345kV,NM-NG,AC Transmission,0.0,,,2017-05-04,Withdrawn,,2022-10-31 00:00:00,,,,,,F,0.0,,
0633,Janis Solar,"Conti Enterprises, Inc.",,NY,Willet - Tarbell 34.5 kV,NYSEG,Solar,20.0,20,20,2017-05-15,Withdrawn,,2017-06-30 00:00:00,,,,,,B,0.0,,
0634,Champagne Storage,"Champagne Storage, LLC",Madison,NY,Oneida - Cortland 115kV,NM-NG,Energy Storage,20.0,20,20,2017-05-18,Withdrawn,,2018-01-31 00:00:00,,,,,,E,0.0,,
0635,Rising Solar,"Rising Solar, LLC",Orange,NY,Sugarloaf - Wisner 69kV,O&R,Solar,20.0,20,20,2017-06-14,Withdrawn,,2018-12-31 00:00:00,,,,,,G,0.0,,
0636,Daybreak Solar,"Daybreak Solar, LLC",Ulster,NY,East Walden Substation 69kV,CHGE,Solar,25.0,25,25,2017-06-15,Withdrawn,,2019-01-31 00:00:00,,,,,,G,0.0,,
0639,Owego Solar,Owego Solar LLC,Tioga,NY,South Owego - Stagecoach 115kV,NYSEG,Solar,20.0,20,20,2017-07-19,Withdrawn,,2017-11-30 00:00:00,,,,,,C,0.0,,
0640,Grissom Solar,"Granada Solar, LLC",Fulton,NY,Vail Mills Substation 69kV,NM-NG,Solar,20.0,20,20,2017-07-19,Withdrawn,,2017-11-30 00:00:00,,,,,,F,0.0,,
0641,Oakdale - Lafayette,AVANGRID,Broome-Onondaga,NY,Oakdale - Lafayette,NM-NG/NYSEG,AC Transmission,0.0,,,2017-07-24,Withdrawn,,2019-10-04 00:00:00,,,,,,C,0.0,,
0642,Jennison - Edic,AVANGRID,Chenango - Oneida,NY,Jennison - Edic,NM-NG/NYSEG,AC Transmission,0.0,,,2017-07-24,Withdrawn,,2019-10-04 00:00:00,,,,,,E,0.0,,
0643,Multiple Areas,AVANGRID,Steuben - Otsego,NY,Transmission Reinforcements,NM-NG/NYSEG,AC Transmission,0.0,,,2017-07-24,Withdrawn,,2019-10-04 00:00:00,,,,,,"C, E",0.0,,
0645,Manny Corner Solar,Oya Solar NY LP,Montgomery,NY,Meco - Rotterdam 115kV,NM-NG,Solar,20.0,20,20,2017-08-01,Withdrawn,,2018-03-31 00:00:00,,,,,,F,0.0,,
0646,Shaw Solar,Oya Solar NY LP,Jefferson,NY,Thousand Island 115kV,NM-NG,Solar,20.0,20,20,2017-08-01,Withdrawn,,2017-12-31 00:00:00,,,,,,E,0.0,,
0647,Robinson Solar,Oya Solar NY LP,Jefferson,NY,Thousand Island 115kV,NM-NG,Solar,20.0,20,20,2017-08-01,Withdrawn,,2018-03-31 00:00:00,,,,,,E,0.0,,
0648,Black Creek Solar,Oya Solar NY LP,Jefferson,NY,Thousand Island - Coffeen 115kV,NM-NG,Solar,20.0,20,20,2017-08-01,Withdrawn,,2017-12-31 00:00:00,,,,,,E,0.0,,
0649,Clare Rose,"CR Fuel Cell, LLC",Suffolk,NY,William Floyd 69kV,LIPA,Fuel Cell,13.9,13.9,13.9,2017-08-03,Withdrawn,,2021-12-31 00:00:00,,,,,,K,0.0,,
0650,Brookhaven Rail Terminal,"BRT Fuel Cell, LLC",Suffolk,NY,W. Yaphank - Yaphank 69kV,LIPA,Fuel Cell,18.5,18.5,18.5,2017-08-03,Withdrawn,,2021-12-31 00:00:00,,,,,,K,0.0,,
0651,Yaphank Solid Waste Management,"Yaphank Fuel Cell Park, LLC",Suffolk,NY,W. Yaphank - North Bellport 69kV,LIPA,Fuel Cell,7.4,7.4,7.4,2017-08-04,Withdrawn,,2018-10-31 00:00:00,,,,,,K,0.0,,
0652,Somerset Solar,Somerset Operating Company LLC,Monroe,NY,Kintigh Switchyard 69kV,NYSEG,Solar,19.9,19.9,19.9,2017-08-04,Withdrawn,,2018-02-01 00:00:00,,,,,,B,0.0,,
0653,Moffitt Solar,"Plattsburgh Solar, LLC",Clinton,NY,Northend - Woodruff Pond 46kV,NYSEG,Solar,20.0,20,20,2017-08-07,Withdrawn,,2018-09-30 00:00:00,,,,,,D,0.0,,
0654,Renovo Energy Center,Renovo Energy Center LLC,Clinton,PA,Homer City - Mainsburg 345kV,NYSEG,AC Transmission,0.0,,,2017-08-11,Withdrawn,,2023-04-30 00:00:00,,,,,,C,0.0,,
0655,Admiral Wind LLC,Admiral Wind LLC,Madison,NY,Fenner - Oneida 115kV,NM-NG,Wind,20.0,20,20,2017-08-11,Withdrawn,,2019-09-30 00:00:00,,,,,,C,0.0,,
0656,Taku Wind,Taku Wind LLC,Genesee,NY,Akron - Attica 34.5kV,NM-NG,Wind,20.0,20,20,2017-08-11,Withdrawn,,2018-01-31 00:00:00,,,,,,A,0.0,,
0657,Mistral Wind LLC,Mistral Wind LLC,Genesee,NY,Lockport - Batavia 115kV,NM-NG,Wind,20.0,20,20,2017-08-11,Withdrawn,,2018-11-30 00:00:00,,,,,,B,0.0,,
0658,Volney Solar Park,"CVE North America, Inc.",Fulton,NY,South Oswego - Clay 115kV,NM-NG,Solar,19.8,19.8,19.8,2017-08-29,Withdrawn,,2018-01-31 00:00:00,,,,,,F,0.0,,
0659,Westwood Rd,"Solar Liberty Energy Systems, Inc.",Erie,NY,Erie St - Alden 34.5kV,NYSEG,Solar,11.3,10.1,11.3,2017-09-19,Withdrawn,,2018-03-31 00:00:00,,,,,,A,0.0,,
0660,Liberty Dr,"Solar Liberty Energy Systems, Inc.",Niagara Falls,NY,Packard - Erie St 115 kV,NM-NG,Solar,7.4,7.4,7.4,2017-09-07,Withdrawn,,2018-03-31 00:00:00,,,,,,A,0.0,,
0661,Eden Evans Rd,"Solar Liberty Energy Systems, Inc.",Erie,NY,Shelton - Angola 34.5kV,NM-NG,Solar,18.0,18,18,2017-09-07,Withdrawn,,2018-03-31 00:00:00,,,,,,A,0.0,,
0662,Coldwater Solar,EDP Renewables North America LLC,Chautauqua,NY,Dunkirk - Gardenville 115kV,NM-NG,Solar,80.0,80,80,2017-09-07,Withdrawn,,2019-04-30 00:00:00,,,,,,A,0.0,,
0663,Main St,"Solar Liberty Energy Systems, Inc.",York,NY,Golah - South Perry 69 kV,NM-NG/NYSEG,Solar,10.8,10.8,10.8,2017-09-08,Withdrawn,,2018-03-31 00:00:00,,,,,,A,0.0,,
0664,South Cooper Solar,South Cooper Solar LLC,Cattaraugus,NY,Five Mile - Gardenville 115 kV,NM-NG,Solar,20.0,20,20,2017-09-14,Withdrawn,,2018-05-31 00:00:00,,,,,,A,0.0,,
0665,Forest Glen Solar,Forest Glen Solar LLC,Allagany,NY,Five Mile - Homer Hill 115kV,NM-NG,Solar,20.0,20,20,2017-09-14,Withdrawn,,2018-03-31 00:00:00,,,,,,A,0.0,,
0666,Martin Rd Solar,Martin Rd Solar LLC,Machias,NY,Arcade - Five Mile 115kV,NM-NG,,20.0,20.0,20.0,2017-09-14,Withdrawn,,2024-04-30 00:00:00,,,,,,A,0.0,,
0667,Bakerstand Solar,Bakerstand Solar LLC,Cattaraugus,NY,Machias - Maplehurst 34.5kV,NM-NG,,20.0,20,20,2017-09-14,Withdrawn,,2024-04-30 00:00:00,,,,,,A,0.0,,
0668,Liberty Generating Alternative,"North Bergen Liberty Generating, LLC",NY,NY,West 49th St 345kV,ConEd,Combined Cycle,1172.0,1171,1172,2017-09-15,Withdrawn,,2023-05-31 00:00:00,,,,,,J,0.0,,
0669,Clay Solar,SED NY Holdings LLC,Clay,NY,Clay - Lockheed 115kV,NM-NG,Solar,20.0,20,20,2017-09-21,Withdrawn,,2021-05-31 00:00:00,,,,,,C,0.0,,
0671,Linden Cogen Uprate,East Coast Power LLC,Union,NJ,Linden Cogen 345kV,ConEd,Combustion Turbine,32.0,32,23,2017-09-25,Withdrawn,,2020-11-30 00:00:00,,,,,,J,0.0,,
0672,Helix Ravenswood I,"LS Power Development, LLC",NY,NY,Rainey Substation 345kV,ConEd,Combustion Turbine,30.2,30.2,30.2,2017-10-06,Withdrawn,,2018-09-30 00:00:00,,,,,,J,0.0,,
0673,Helix Ravenswood II,"LS Power Development, LLC",NY,NY,Rainey Substation 345kV,ConEd,Combustion Turbine,72.4,72.4,72.4,2017-10-06,Withdrawn,,2018-09-30 00:00:00,,,,,,J,0.0,,
0674,Vernon Battery Storage I,"Helix Ravenswood, LLC",Queens,NY,Vernon Substation,ConEd,Energy Storage,10.0,10,10,2017-10-24,Withdrawn,,2018-08-31 00:00:00,,,,,,J,0.0,,
0675,Vernon Battery Storage II,"Helix Ravenswood, LLC",Queens,NY,Vernon Substation,ConEd,Energy Storage,10.0,10,10,2017-10-24,Withdrawn,,2018-08-31 00:00:00,,,,,,J,0.0,,
0676,Regan Solar,"Granada Solar, LLC",Chenango,NY,Guilford 46kV,NYSEG,Solar,20.0,20,20,2017-10-25,Withdrawn,,2018-03-31 00:00:00,,,,,,C,0.0,,
0677,Grange Solar,"Granada Solar, LLC",Broome,NY,Vincent Cors 34.5kV,NYSEG,Solar,20.0,20,20,2017-10-25,Withdrawn,,2018-01-31 00:00:00,,,,,,C,0.0,,
0679,NY City Offshore Wind,"Anbaric Development Partners, LLC, NY OceanGrid, LLC",Kings,NY,Gowanus 345kV,ConEd,DC Transmission,1200.0,1200,1200,2017-11-07,Withdrawn,,2024-05-31 00:00:00,,,,,,J,0.0,,
0680,Juno Power Express,"Anbaric Development Partners, LLC",Suffolk,NY,Ruland Rd. 138kV,LIPA,DC Transmission,1200.0,1200,1200,2017-11-07,Withdrawn,,2024-11-30 00:00:00,,,,,,K,0.0,,
0681,Magruder Solar,"Granada Solar, LLC",Ulster,NY,Modena - Galeville 115kV,CHGE,Solar,20.0,20,20,2018-01-02,Withdrawn,,2018-02-28 00:00:00,,,,,,G,0.0,,
0684,Lake Erie Connector,"ITC Lake Erie Connector, LLC",Chautauqua,NY,S. Ripley 230kV,NM-NG,AC Transmission,0.0,,,2018-01-18,Withdrawn,,2022-08-31 00:00:00,,,,,,A,0.0,,
0685,EPCAL 1,"sPower Development Company, LLC",Suffolk,NY,Riverhead - Brookhaven 138kV,LIPA,Solar,20.0,20,20,2018-01-19,Withdrawn,,2018-04-30 00:00:00,,,,,,K,0.0,,
0686,Bull Run Solar Energy Center,Invenergy Solar Development North America LLC,Clinton,NY,"Patnode-Duley, Ryan-Plattsburgh 230kV",NYPA,Solar,125.0,125,125,2018-01-26,Withdrawn,,2024-06-30 00:00:00,,,,,,D,0.0,,
0687,EPCAL 2,"sPower Development Company, LLC",Suffolk,NY,Edwards - Brookhaven 69kV,LIPA,Solar,150.0,150,150,2018-01-29,Withdrawn,,2018-06-30 00:00:00,,,,,,K,0.0,,
0688,East Walden Solar,EDF Renewable Development Inc.,Orange,NY,East Waldon Sutbation,CHGE,Solar,20.0,20,20,2018-02-02,Withdrawn,,2018-03-31 00:00:00,,,,,,G,0.0,,
0689,Goshen Solar,EDF Renewable Development Inc.,Orange,NY,Huntley Station 115kV,O&R,Solar,20.0,20,20,2018-02-02,Withdrawn,,2018-03-31 00:00:00,,,,,,G,0.0,,
0690,Slate Hill 1 Solar,EDF Renewable Development Inc.,Orange,NY,Shoemaker - Westtown,O&R,Solar,20.0,20,20,2018-02-02,Withdrawn,,2018-03-31 00:00:00,,,,,,G,0.0,,
0691,Slate Hill 2 Solar,EDF Renewable Development Inc.,Orange,NY,Shoemaker - Westtown,O&R,Solar,20.0,20,20,2018-02-02,Withdrawn,,2018-03-31 00:00:00,,,,,,G,0.0,,
0692,Astoria Storage on Demand,"Consolidated Edison Company of NY, Inc.",Queens,NY,North Queens Substation,ConEd,Energy Storage,15.0,15,15,2018-02-07,Withdrawn,,2018-03-31 00:00:00,,,,,,J,0.0,,
0693,Renovo Energy Center Uprate,"Renovo Energy Center, LLC",Clinton,PA,Homer City - Mainesburg 345kV,NYSEG,Combined Cycle,548.0,515,548,2018-02-13,Withdrawn,,2023-01-31 00:00:00,,,,,,C,0.0,,
0694,Sunset Hill Solar,"Sunset Hill Solar, LLC",Albany,NY,New Baltimore - Westerlo NW 69 kV,CHG&E,Solar,20.0,20,20,2018-02-16,Withdrawn,,2024-05-31 00:00:00,,,,,,G,0.0,,
0697,Ravenswood Energy Storage 1,"Helix Ravenswood, LLC",Queens,NY,Rainey - Farragut 345kV,ConEd,Energy Storage,129.0,129,129,2018-03-09,Withdrawn,,2023-01-31 00:00:00,,,,,,J,0.0,,
0698,Ravenswood Energy Storage 2,"Helix Ravenswood, LLC",Queens,NY,Vernon-Rainey 138kV,ConEd,Energy Storage,129.0,129,129,2018-03-09,Withdrawn,,2023-01-31 00:00:00,,,,,,J,0.0,,
0699,Ravenswood Gas,"Helix Ravenswood, LLC",Queens,NY,Rainey - Farragut 345kV,ConEd,Combustion Turbine,243.8,238.5,243.8,2018-03-09,Withdrawn,,2023-01-31 00:00:00,,,,,,J,0.0,,
0700,Robinson Grid,"Robinson Grid, LLC",Kings,NY,Gowanus 345kV,ConEd,Energy Storage,300.0,300,300,2018-03-13,Withdrawn,,2024-12-31 00:00:00,,,,,,J,0.0,,
0702,Long Island Offshore AC,"Anbaric Development Partners, LLC",Suffolk,NY,Ruland Rd. 138kV,LIPA,Wind,800.0,800,800,2018-03-15,Withdrawn,,2020-05-31 00:00:00,,,,,,K,0.0,,
0703,NY City Offshore AC,"Anbaric Development Partners, LLC",Kings,NY,Farragut 345kV,ConEd,Wind,800.0,800,800,2018-03-15,Withdrawn,,2020-05-31 00:00:00,,,,,,J,0.0,,
0705,Chaumont Solar,"Oya Solar NY, LP",Sullivan,NY,Thousand Island - Coffeen 115kV,NM-NG,Solar,160.0,160,160,2018-04-10,Withdrawn,,2018-07-31 00:00:00,,,,,,G,0.0,,
0706,High Bridge Wind,"High Bridge Wind, LLC",Chenango,NY,E. Norwich - Jennison 115kV,NYSEG,Wind,100.8,100.8,100.8,2018-04-25,Withdrawn,,2026-05-31 00:00:00,,,,,,E,0.0,,
0707,Bethlehem Battery,PSEG Power NY LLC,Albany,NY,Albany Substation 115kV,NM-NG,Energy Storage,10.0,10,10,2018-05-04,Withdrawn,,2018-11-30 00:00:00,,,,,,F,0.0,,
0708,Bethlehem Solar,PSEG Power NY LLC,Albany,NY,13.2kV Substation,NM-NG,Solar,1.0,1,1,2018-05-04,Withdrawn,,2018-06-30 00:00:00,,,,,,F,0.0,,
0709,Alder Creek Solar,"Alder Creek Solar, LLC",Oneida,NY,Chases Lake - Porter 230kV,NM-NG,Solar,165.0,165,165,2018-05-18,Withdrawn,,2024-05-31 00:00:00,,,,,,E,0.0,,
0711,Somerset Solar,Somerset Solar Development LLC,Monroe,NY,Kintigh Substation 345 kV,NYSEG,Solar,19.9,19.9,19.9,2018-05-31,Withdrawn,,2018-10-31 00:00:00,,,,,,B,0.0,,
0712,Cayuga Solar,Cayuga Solar LLC,Thompkins,NY,Milliken Substation 34.5kV,NYSEG,Solar,19.9,19.9,19.9,2018-05-31,Withdrawn,,2018-11-30 00:00:00,,,,,,C,0.0,,
0713,Edora B Solar Energy Center,"EDF Renewables Development, Inc.",Orange,NY,Hartley Substation 69kV,O&R,Solar,20.0,20,20,2018-06-01,Withdrawn,,2020-05-31 00:00:00,,,,,,G,0.0,,
0714,Edora C Solar Energy Center,"EDF Renewables Development, Inc.",Orange,NY,Shoemaker-Westtown 69kV,O&R,Solar,20.0,20,20,2018-06-01,Withdrawn,,2019-07-31 00:00:00,,,,,,G,0.0,,
0715,Suffragette Solar Energy Center,"EDF Renewables Development, Inc.",Cayuga,NY,Hyatt Substation 34.5kV,NYSEG,Solar,20.0,20,20,2018-06-01,Withdrawn,,2021-05-31 00:00:00,,,,,,C,0.0,,
0718,Cortland Energy Center,"Cortland Energy Center, LLC",Cortland,NY,Cortland - SUNY 115 kV,NM-NG,Solar,50.0,50,50,2018-06-07,Withdrawn,,2023-01-31 00:00:00,,,,,,C,0.0,,
0719,East Light Energy Center,"East Light Energy Center, LLC",Montgomery,NY,Meco - Rotterdam 115 kV,NM-NG,Solar,40.0,40,40,2018-06-07,Withdrawn,,2023-01-31 00:00:00,,,,,,F,0.0,,
0722,Manchester Solar,SED NY Holdings LLC,Ontario,NY,Station 168 34.5 kV line #704,RG&E,Solar,20.0,20,20,2018-06-07,Withdrawn,,2021-02-28 00:00:00,,,,,,C,0.0,,
