Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Proposed In-Service Date,Proposed Initial-Sync Date,Last Updated Date,Z,S,Availability of Studies,SGIA Tender Date
0723,Lyonsdale Solar,"Lyonsdale Biomass, LLC",Lewis,NY,Lyonsdale Substation 115kV,NM-NG,Solar,19.9,19.9,19.9,2018-06-08,Withdrawn,,2019-04-30 00:00:00,,,,,,E,0.0,,
0724,Brewster Solar,"Brewster Solar, LLC",Putnam,NY,Pawling - Croton Falls 115kV,NYSEG,Solar,25.0,25,25,2018-06-08,Withdrawn,,2018-11-30 00:00:00,,,,,,G,0.0,,
0725,York Solar,"York Solar, LLC",Livingston,NY,Line #863 - 69kV,NM-NG,Solar,24.9,24.9,24.9,2018-06-08,Withdrawn,,2018-11-30 00:00:00,,,,,,A,0.0,,
0726,Niagara Falls Solar,"Niagara Falls Solar, LLC",Niagara,NY,Line #181 - 115kV,NM-NG,Solar,24.9,24.9,24.9,2018-06-08,Withdrawn,,2018-09-30 00:00:00,,,,,,A,0.0,,
0727,Alden Solar,"Alden Solar, LLC",Erie,NY,Cold Springs - Pulteny 34.5kV,NYSEG,Solar,24.9,24.9,24.9,2018-06-11,Withdrawn,,2018-09-30 00:00:00,,,,,,A,0.0,,
0728,Champlain Solar,"EDF Renewables Development, Inc.",Clinton,NY,Mason Corners-Sciota Flatrock 115kV,NYSEG,Solar,20.0,20,20,2018-06-11,Withdrawn,,2018-07-31 00:00:00,,,,,,E,0.0,,
0729,Quiet Meadows Solar,"EDF Renewables Development, Inc.",Oneida,NY,Oneida - Oneida Energy 115kV,NM-NG,Solar,20.0,20,20,2018-06-11,Withdrawn,,2018-08-31 00:00:00,,,,,,E,0.0,,
0732,Machias Solar,"Machias Solar, LLC",Cattaraugus,NY,Fivemile - Gardenville 115kV,NM-NG,Solar,20.0,20,20,2018-06-11,Withdrawn,,2018-12-31 00:00:00,,,,,,A,0.0,,
0733,Arcade Solar,"Arcade Solar, LLC",Wyoming,NY,Arcade - Bliss 115kv,Village of Arcade,Solar,19.9,19.9,19.9,2018-06-11,Withdrawn,,2018-11-30 00:00:00,,,,,,A,0.0,,
0736,Meads Hill Solar,"Empire State Solar, LLC",Schuyler,NY,Montour Falls - Greenidge 115kV,NYSEG,Solar,20.0,20,20,2018-06-12,Withdrawn,,2018-11-30 00:00:00,,,,,,C,0.0,,
0738,El Melville,Empire Offshore Wind LLC,Suffolk,NY,Ruland Rd. Substation 138kV,LIPA,Wind,816.0,816,816,2018-06-12,Withdrawn,,2023-01-31 00:00:00,,,,,,K,0.0,,
0739,Cody Road,Hecate Energy Cody Road LLC,Madison,NY,Fenner - Cortland 115kV,NM-NG,Wind,19.9,19.9,19.9,2018-06-12,Withdrawn,,2019-07-31 00:00:00,,,,,,C,0.0,,
0740,Oakdale Battery Storage,Oakdale Battery Storage LLC,Broome,NY,Oakdale Substation 115kV,NYSEG,Energy Storage,120.0,120,120,2018-06-18,Withdrawn,,2024-05-31 00:00:00,,,,,,C,0.0,,
0741,Bluestone Battery Storage,"Bluestone Wind, LLC",Broome,NY,Afton - Stilesville 115kV,NYSEG,Energy Storage,10.0,10,10,2018-07-02,Withdrawn,,2020-04-30 00:00:00,,,,,,E,0.0,,
0742,Astoria Storage on Demand,"Consolidated Edison Co. of NY, Inc.",Queens,NY,North Queens 27kV,ConEd,Energy Storage,1.5,1.5,1.5,2018-07-05,Withdrawn,,2022-01-31 00:00:00,,,,,,J,0.0,,
0743,Hornell Solar,Invenergy Solar Development North America LLC,Steuben,NY,Bennett 34.5kV,NYSEG,Solar,20.0,20,20,2018-07-16,Withdrawn,,2019-10-31 00:00:00,,,,,,C,0.0,,
0744,Magruder BESS,"Mitchell Energy Facility, LLC",Ulster,NY,East Walden - Modena 115kV,CHG&E,Energy Storage,20.0,20,20,2018-07-18,Withdrawn,,2026-01-31 00:00:00,,,,,,G,0.0,,
0745,Huckleberry Ridge Energy,"Energy Storage Resources, LLC",Orange,NY,Shoemaker-Westtown 69kV line #11 and Shoemaker to Deerpark 69 kV #14,O&R,Energy Storage,100.0,100,100,2018-07-25,Withdrawn,,2024-05-31 00:00:00,,,,,,G,0.0,,
0746,North Street Energy Storage,Peconic River Energy Storage LLC d/b/a North Street Energy Storage,Suffolk,NY,Brookhaven - Sills 138kV,LIPA,Energy Storage,150.0,150,150,2018-07-30,Withdrawn,,2023-05-31 00:00:00,,,,,,K,0.0,,
0747,White Creek Solar,White Creek Solar LLC,Livingston,NY,Jones - Mortimer 115kV,NM-NG,Solar,100.0,100,100,2018-07-30,Withdrawn,,2018-10-31 00:00:00,,,,,,A,0.0,,
0749,KCE NY 11,KCE NY 11 LLC,Orange,NY,Coldenham Substation 115kV,CHGE,Energy Storage,20.0,20,20,2018-08-10,Withdrawn,,2019-02-28 00:00:00,,,,,,G,0.0,,
0750,Bethpage Storage,"Calpine Mid Atlantic Development, LLC",Nassau,NY,Grumman Substation 69kV,LIPA,Energy Storage,50.0,50,50,2018-08-14,Withdrawn,,2019-05-31 00:00:00,,,,,,K,0.0,,
0751,Stony Brook Storage,"Calpine Mid Atlantic Development, LLC",Suffolk,NY,8LR substation 69kV,LIPA,Energy Storage,24.0,24,24,2018-08-14,Withdrawn,,8/31/21,,,,,,K,0.0,,
0752,Goldenrod Solar,"Granada Solar, LLC (Conti)",Herkimer,NY,Meco - Rotterdam 115 kV,NM-NG,Solar,90.0,90,90,2018-08-15,Withdrawn,,2018-10-31 00:00:00,,,,,,E,0.0,,
0753,Blue Star Solar,"Granada Solar, LLC (Conti)",Washington,NY,Mohican - Luther Forest 115kV,NM-NG,Solar,100.0,100,100,2018-08-15,Withdrawn,,2018-10-31 00:00:00,,,,,,F,0.0,,
0754,NY Ocean Grid - Canal,"Anbaric Development Partners, LLC",Suffolk,NY,Canal Substation 138kV,LIPA,Wind,800.0,800,800,2018-08-20,Withdrawn,,2020-08-31 00:00:00,,,,,,K,0.0,,
0755,NY Ocean Grid - Shoreham,"Anbaric Development Partners, LLC",Suffolk,NY,Shoreham Substation 138kV,LIPA,Wind,800.0,800,800,2018-08-20,Withdrawn,,2020-07-31 00:00:00,,,,,,K,0.0,,
0756,Rising Solar II,"Rising Solar, LLC",Orange,NY,Sugarloaf Substation - 69kV,O&R,Solar,20.0,20,20,2018-08-24,Withdrawn,,2021-01-31 00:00:00,,,,,,G,0.0,,
0757,Monarda Solar,"Granada Solar, LLC",Herkimer,NY,Meco - Rotterdam 115 kV,NM-NG,Solar,20.0,20,20,2018-08-29,Withdrawn,,2018-12-31 00:00:00,,,,,,E,0.0,,
0760,Moses-Adirondack,NY Power Authority,St. Lawrence-Lewis,NY,Moses - Adirondack 230kV,NYPA,AC Transmission,0.0,,,2018-09-07,Withdrawn,,3/31/21,,,,,,"D, E",0.0,,
0761,Athens Energy Center,Invenergy Solar Development LLC,Greene,NY,New Scotland - North Catskill 115kV,NM-NG,,100.0,100,100,2018-09-17,Withdrawn,,2018-10-31 00:00:00,,,,,,G,0.0,,
0762,Riverhead Storage Energy Center,Invenergy Storage Development LLC,Suffolk,NY,Brookhaven - Edwards Ave 138kV,LIPA,Energy Storage,75.0,75,75,2018-09-17,Withdrawn,,2020-03-31 00:00:00,,,,,,K,0.0,,
0763,Cicero Storage,Invenergy Solar Development LLC,Onondaga,NY,Pine Grove Substation 13.2kV,NM-NG,Energy Storage,10.0,10,10,2018-09-25,Withdrawn,,2020-01-31 00:00:00,,,,,,C,0.0,,
0764,NY Wind Canal,Bay State Wind LLC,Suffolk,NY,Canal Substation 138kV,LIPA,Wind,440.0,440,440,2018-09-28,Withdrawn,,2020-10-31 00:00:00,,,,,,K,0.0,,
0765,NY Wind Brookhaven,Bay State Wind LLC,Suffolk,NY,Brookhaven 138kV,LIPA,Wind,880.0,880,880,2018-09-28,Withdrawn,,2020-12-31 00:00:00,,,,,,K,0.0,,
0767,NY Wind Gowanus,Bay State Wind LLC,NY,NY,Gowanus Substation 345kV,ConEd,Wind,1200.0,1200,1200,2018-09-28,Withdrawn,,8/31/21,,,,,,J,0.0,,
0770,KCE NY 8a,KCE NY8 LLC,Greene,NY,South Cairo 13.2kV,CHG&E,Energy Storage,20.0,20,20,2018-10-09,Withdrawn,,2024-12-31 00:00:00,,,,,,G,0.0,,
0771,Mistral Wind Alternative,Mistral Wind LLC,Genesee,NY,N. Akron - Attica 34.5 kV,NM-NG,Wind,20.0,20,20,2018-10-10,Withdrawn,,2020-01-31 00:00:00,,,,,,B,0.0,,
0772,Hollyhock Solar,"Hollyhock Solar, LLC",Albany,NY,Leeds - New Scotland 115kV,NM-NG,Solar,20.0,20,20,2018-10-15,Withdrawn,,2018-12-31 00:00:00,,,,,,F,0.0,,
0773,Charboneau Solar,"Charboneau Solar, LLC",Essex,NY,Ticonderoga - Hague Road 115kV,NM-NG,Solar,20.0,20,20,2018-10-15,Withdrawn,,2019-04-30 00:00:00,,,,,,F,0.0,,
0778,Gowanus Gas Turbine Facility Repowering,Astoria Generating Company LP,Kings,NY,Gowanus Substation 345kV,ConEd,Combustion Turbine,588.0,549,588,2018-11-08,Withdrawn,,2023-01-31 00:00:00,,,,,,J,0.0,,
0779,Gedney Hill Solar,Hecate Energy Gedney Hill LLC,Albany,NY,New Baltimore - Westerlo 69kV,CHG&E,Solar,20.0,20,20,2018-11-09,Withdrawn,,2024-05-31 00:00:00,,,,,,G,0.0,,
0780,Johnstown Solar,Hecate Energy Johnstown LLC,Schenectady,NY,Stoner - Rotterdam 115kV,NM-NG,Solar,20.0,20,20,2018-11-09,Withdrawn,,2023-08-31 00:00:00,,,,,,,0.0,,
0782,Hornell Storage,Invenergy Solar Development North America LLC,Steuben,NY,Bennett 34.5kV,NYSEG,Energy Storage,20.0,20,20,2018-12-04,Withdrawn,,2020-04-30 00:00:00,,,,,,C,0.0,,
0784,High Bridge Battery,"High Bridge Wind, LLC",Chenango,NY,E. Norwich - Jennison 115kV,NYSEG,Energy Storage,5.0,5,5,2018-12-11,Withdrawn,,2024-06-30 00:00:00,,,,,,E,0.0,,
0785,Erie-Wyoming County Solar,ConnectGen Erie-Wyoming LLC,Wyoming,NY,Stolle Road - High Sheldon 230kV,NYSEG,,175.0,175,175,2018-12-12,Withdrawn,,2024-12-31 00:00:00,,,,,,C,0.0,,
0786,Ravenswood Energy Storage,"Ravenswood Development, LLC",Queens,NY,Rainey - Farragut 345kV,ConEd,Energy Storage,187.0,187,187,2018-12-20,Withdrawn,,2021-12-31 00:00:00,,,,,,J,0.0,,
0787,"Levy Grid, LLC","Levy Grid, LLC",Erie,NY,Gardenville Subsation 115kV,NM-NG,Energy Storage,150.0,150,150,2018-12-20,Withdrawn,,2026-06-30 00:00:00,,,,,,A,0.0,,
0788,Atlantic Shores Offshore Wind 7,"Atlantic Shores Offshore Wind Project 3, LLC",Nassau,NY,East Garden City 345kV Substation,NYPA,Wind,880.0,880,880,2019-01-14,Withdrawn,,2021-06-30 00:00:00,,,,,,K,0.0,,
0789,Atlantic Shores Offshore Wind 8,"Atlantic Shores Offshore Wind Project 3, LLC",Kings,NY,Gowanus 345kV,ConEd,Wind,880.0,880.0,880.0,2019-01-14,Withdrawn,,2024-05-31 00:00:00,,,,,,J,0.0,,
0790,Atlantic Shores Offshore Wind 9,"Atlantic Shores Offshore Wind Project 2, LLC",Richmond,NY,Fresh Kills 345kV,ConEd,Wind,880.0,880.0,880.0,2019-01-14,Withdrawn,,2024-05-31 00:00:00,,,,,,J,0.0,,
0791,Danskammer Energy Center,Danskammer Energy LLC,Orange,NY,Danskammer 115kV,CHGE,Combined Cycle,88.9,84.4,88.9,2019-01-14,Withdrawn,,2022-08-31 00:00:00,,,,,,G,0.0,,
0792,Juno Power Express 2,"Anbaric Development Partners, LLC",Suffolk,NY,Ruland Road 138kV,LIPA,DC Transmission,800.0,800.0,800.0,2019-01-29,Withdrawn,,2024-05-31 00:00:00,,,,,,K,0.0,,
0793,Ladybug Energy Storage,"esVolta, LP",Westchester,NY,Sprainbrook Substation,ConEd,Energy Storage,75.0,75,75,2019-02-06,Withdrawn,,2019-07-31 00:00:00,,,,,,I,0.0,,
0794,Bluebird Energy Storage,"esVolta, LP",Westchester,NY,Dunwoodie Substation,ConEd,Energy Storage,40.0,40,40,2019-02-06,Withdrawn,,2019-07-31 00:00:00,,,,,,I,0.0,,
0795,Appleseed Energy Storage,"esVolta, LP",Greene,NY,Leeds Substation,NM-NG,Energy Storage,50.0,50,50,2019-02-06,Withdrawn,,2019-07-31 00:00:00,,,,,,G,0.0,,
0802,Bunker Solar Energy Center,"EDF Renewables Development, Inc.",Franklin,NY,Willis - Lyon Mt 115kV,NYSEG,Energy Storage,125.0,125,125,2019-03-06,Withdrawn,,2020-03-31 00:00:00,,,,,,D,0.0,,
0803,"Yonkers Grid, LLC","Yonkers Grid, LLC",Westchester,NY,Dunwoodie - 138kV North Substation,ConEd,Energy Storage,100.0,100,100,2019-03-11,Withdrawn,,2023-09-30 00:00:00,,,,,,I,0.0,,
0806,Limestone Solar,SED NY Holdings LLC,Fulton,NY,Stoner - Rotterdam 115kV,NM-NG,Solar,20.0,20.0,20.0,2019-03-25,Withdrawn,,2024-05-31 00:00:00,,,,,,F,0.0,,
0807,Hilltop Solar,SunEast Hilltop Solar LLC,Rensselaer,NY,Eastover - Schaghticoke 115kV,NM-NG,Solar,20.0,20,20,2019-03-28,Withdrawn,,2024-09-30 00:00:00,,,,,,F,0.0,,
0808,Barrett Ridge Energy,"Barrett Ridge Energy, LLC",Orange,NY,Sugar Loaf - Vernon 115kV,CHGE,Energy Storage,107.0,107,107,2019-04-01,Withdrawn,,2021-04-20 00:00:00,,,,,,G,0.0,,
0809,Seven Creek Energy,"Seven Creek Energy, LLC",Chautauqua,NY,South Ripley Substation 230kV,NM-NG,Energy Storage,240.0,240,240,2019-04-01,Withdrawn,,2021-04-20 00:00:00,,,,,,A,0.0,,
0812,CWW 200 Wind,Diamond Generating Corporation,Erie,NY,Harbor Front 115kV,NM-NG,Wind,200.0,200,200,2019-04-03,Withdrawn,,2021-03-31 00:00:00,,,,,,A,0.0,,
0813,CWW 300 Wind,Diamond Generating Corporation,Erie,NY,Harbor Front 115kV,NM-NG,Wind,300.0,300,300,2019-04-03,Withdrawn,,2021-02-28 00:00:00,,,,,,A,0.0,,
0814,CWW 300 MW DUN,Diamond Generating Corporation,Chautauqua,NY,Dunkirk Substation 230kV,NM-NG,Wind,300.0,300,300,2019-04-03,Withdrawn,,2021-02-28 00:00:00,,,,,,A,0.0,,
0816,NNC TTC Increase,LIPA,Suffolk,NY,Northport Substation 138kV,LIPA,AC Transmission,0.0,,,2019-04-05,Withdrawn,,2021-06-30 00:00:00,,,,,,K,0.0,,
0817,Quogue Energy Storage,"Quogue Energy Storage, LLC",Suffolk,NY,Quogue Substation 69kV,LIPA,Energy Storage,20.0,20,20,2019-04-12,Withdrawn,,2019-06-30 00:00:00,,,,,,K,0.0,,
0818,Port Jeff 1-Terryville Energy Storage,"Setauket Energy Storage, LLC",Suffolk,NY,Port Jefferson - Terryville 69kV,LIPA,Energy Storage,20.0,20,20,2019-04-15,Withdrawn,,2019-06-30 00:00:00,,,,,,K,0.0,,
0819,Port Jeff 2-Terryville Energy Storage,"Setauket Energy Storage, LLC",Suffolk,NY,Port Jefferson - Terryville 69kV,LIPA,Energy Storage,20.0,20,20,2019-04-15,Withdrawn,,2019-06-30 00:00:00,,,,,,K,0.0,,
0820,Port Jeff 2-Stony Brook Energy Storage,"Setauket Energy Storage, LLC",Suffolk,NY,Port Jefferson - Stony Brook 69kV,LIPA,Energy Storage,20.0,20,20,2019-04-15,Withdrawn,,2019-06-30 00:00:00,,,,,,K,0.0,,
0821,Port Jeff -Mt. Sinai Energy Storage,"Setauket Energy Storage, LLC",Suffolk,NY,Port Jefferson - Mt. Sinai 69kV,LIPA,Energy Storage,20.0,20,20,2019-04-15,Withdrawn,,2019-06-30 00:00:00,,,,,,K,0.0,,
0822,Whale Square Energy Storage 1,Astoria Generating Company LP,Kings,NY,Narrows Barge Feeder 23162,ConEd,Energy Storage,58.2,58.2,58.2,2019-04-15,Withdrawn,,2024-12-31 00:00:00,,,,,,J,0.0,,
0823,Wildwood Energy Storage,"Wildwood Energy Storage, LLC",Suffolk,NY,Wildwood Substation 138kV,LIPA,Energy Storage,116.7,116.7,116.7,2019-04-15,Withdrawn,,2020-04-30 00:00:00,,,,,,K,0.0,,
0824,Wildwood Shoreham Energy Storage,"Wildwood Energy Storage, LLC",Suffolk,NY,Shoreham Substation 69kV,LIPA,Energy Storage,76.9,76.9,76.9,2019-04-15,Withdrawn,,2020-04-30 00:00:00,,,,,,K,0.0,,
0825,Setauket Energy Storage,"Setauket Energy Storage, LLC",Suffolk,NY,Port Jefferson - Terryville 69kV,LIPA,Energy Storage,65.3,65.3,65.3,2019-04-15,Withdrawn,,2025-01-31 00:00:00,,,,,,K,0.0,,
0826,Astoria Energy Storage 1,NRG Astoria Storage LLC,Queens,NY,North Queens 27kV Bus,ConEd,Energy Storage,40.0,40,40,2019-04-18,Withdrawn,,2023-01-31 00:00:00,,,,,,J,0.0,,
0829,Arthur Kill Energy Storage 2,NRG Arthur Kill Storage LLC,Richmond,NY,Arthur Kill 138kV,ConEd,Energy Storage,60.0,60,60,2019-04-24,Withdrawn,,2020-01-31 00:00:00,,,,,,J,0.0,,
0830,Astoria Energy Storage 2,NRG Astoria Storage LLC,Queens,NY,Astoria West 138kV Substation,ConEd,Energy Storage,79.9,79.9,79.9,2019-04-26,Withdrawn,,2023-01-31 00:00:00,,,,,,J,0.0,,
0831,NY-19-0002 Sheredy,Dimension NY 1 LLC,Broome,NY,Northside Substation 34.5kV,NYSEG,Energy Storage,10.2,10.2,10.2,2019-04-29,Withdrawn,,2020-01-31 00:00:00,,,,,,C,0.0,,
0836,Dock Battery Energy Storage 2,"Astoria Generating Company, LP",Queens,NY,Astoria East Substation 138kV,ConEd,Energy Storage,56.3,56.3,56.3,2019-05-07,Withdrawn,,2020-02-29 00:00:00,,,,,,J,0.0,,
0837,Parking Lot Battery Energy Storage 2,"Astoria Generating Company, LP",Queens,NY,Astoria East Substation 138kV,ConEd,Energy Storage,79.0,79,79,2019-05-07,Withdrawn,,2020-02-29 00:00:00,,,,,,J,0.0,,
0838,Astoria Energy Storage 3,NRG Astoria Storage LLC,Queens,NY,North Queens 27kV Substation,ConEd,Energy Storage,20.0,20,20,2019-05-09,Withdrawn,,2023-01-31 00:00:00,,,,,,J,0.0,,
0839,Astoria Energy Storage 4,NRG Astoria Storage LLC,Queens,NY,Astoria West 138kV Substation,ConEd,Energy Storage,20.0,20,20,2019-05-09,Withdrawn,,2020-02-29 00:00:00,,,,,,J,0.0,,
0840,Swiftsure Energy Storage,Hecate Grid Swiftsure LLC,Richmond,NY,Fresh Kills 345kV,ConEd,Energy Storage,650.0,650,650,2019-05-09,Withdrawn,,2024-11-30 00:00:00,,,,,,J,0.0,,
0841,Sharon Springs Interconnection,"TJA Clean Energy, LLC",Schoharie,NY,Sharon - Cobleskill 69kV Substation,NM-NG,Solar,20.0,20,20,2019-05-10,Withdrawn,,2021-07-31 00:00:00,,,,,,F,0.0,,
0842,Comet Solar,"Mitsubishi Hitachi Power Systems Americas, Inc.",Monroe,NY,Mortimer - Golah 115kV,NM-NG,Solar,20.0,20,20,2019-05-17,Withdrawn,,2020-01-31 00:00:00,,,,,,B,0.0,,
0844,NY37 Energy Storage,"Boralex US Development, LLC",Jefferson,NY,Coffeen - West Adams 115kV Substation,NM-NG,Energy Storage,4.0,4,4,2019-05-17,Withdrawn,,2020-12-31 00:00:00,,,,,,E,0.0,,
0845,Bloom Energy Storage Center,"sPower Development Company, LLC",Kings,NY,Farragut 345kV Substation,ConEd,Energy Storage,120.0,120,120,2019-05-20,Withdrawn,,2020-03-31 00:00:00,,,,,,J,0.0,,
0846,Rescue Energy Storage Center,"sPower Development Company, LLC",NY,NY,East 13th Street 138kV Substation,ConEd,Energy Storage,300.0,300,300,2019-05-20,Withdrawn,,2020-04-30 00:00:00,,,,,,J,0.0,,
0847,Chelsea Energy Storage Center,"sPower Development Company, LLC",NY,NY,West 49th St Substation 345kV,ConEd,Energy Storage,300.0,300,300,2019-05-20,Withdrawn,,2020-04-30 00:00:00,,,,,,J,0.0,,
0848,Fairway Solar,Fairway Solar NY LLC,St. Lawrence,NY,McIntyre - Corning 115kV (Line#6),NM-NG,Solar,20.0,20,20,2019-05-20,Withdrawn,,2025-08-31 00:00:00,,,,,,E,0.0,,
0851,Madison County Solar,ConnectGen Madison County LLC,Madison,NY,Bouckville Substation,NYSEG,Solar,20.0,20,20,2019-05-23,Withdrawn,,2020-01-31 00:00:00,,,,,,E,0.0,,
0852,Niagara Dolomite Solar,"Niagara Dolomite Solar, LLC",Niagara,NY,Robinson Rd - Stolle Rd 230kV,NYSEG,Solar,180.0,180,180,2019-05-24,Withdrawn,,2024-12-31 00:00:00,,,,,,A,0.0,,
0853,NY16 Solar,"Boralex US Development, LLC",Washington,NY,Mohican - Schaghticoke 115kV,NM-NG,Solar,20.0,20,20,2019-05-24,Withdrawn,,2021-03-31 00:00:00,,,,,,F,0.0,,
0854,NY16 Energy Storage,"Boralex US Development, LLC",Washington,NY,Battenkill - Mohican 115kV,NM-NG,Energy Storage,4.0,4,4,2019-05-24,Withdrawn,,2019-10-04 00:00:00,,,,,,F,0.0,,
0855,NY13 Solar,Bald Mountain Solar LLC,Washington,NY,Mohican - Schaghticoke 115kV,NM-NG,Solar,20.0,20,20,2019-05-24,Withdrawn,,2026-02-28 00:00:00,,,,,,F,0.0,,
0856,NY13 Energy Storage,"Boralex US Development, LLC",Washington,NY,Battenkill - Mohican 115kV,NM-NG,Energy Storage,4.0,4,4,2019-05-24,Withdrawn,,2019-10-04 00:00:00,,,,,,F,0.0,,
0857,Columbia Solar Energy Center,"EDF Renewables Development, Inc.",Herkimer,NY,Edic - Fraser 345kV,NYPA,Solar,350.0,350,350,2019-05-28,Withdrawn,,2024-05-31 00:00:00,,,,,,E,0.0,,
0858,Genesee Road Solar Energy Center,"EDF Renewables Development, Inc.",Erie,NY,Stolle Rd - Five Mile Rd 345kV,NYSEG,Solar,250.0,250,250,2019-05-28,Withdrawn,,2024-12-31 00:00:00,,,,,,A,0.0,,
0859,Ridge View Solar Energy Center,"EDF Renewables Development, Inc.",Niagara,NY,Somerset - Dysinger 345kV,NYSEG,Solar,350.0,350,350,2019-05-28,Withdrawn,,2024-12-31 00:00:00,,,,,,A,0.0,,
0860,Rosalen Solar Energy Center,"EDF Renewables Development, Inc.",Steuben,NY,Clay - Pannell 345kV,NYPA,Solar,200.0,200,200,2019-05-28,Withdrawn,,2024-07-31 00:00:00,,,,,,B,0.0,,
0861,Tonawanda Solar,"Mitsubishi Hitachi Power Systems Americas, Inc.",Niagara,NY,Lockport - Batavia 115kV,NM-NG,Solar,20.0,20,20,2019-05-29,Withdrawn,,2020-12-31 00:00:00,,,,,,B,0.0,,
0862,Farwell Solar,"Mitsubishi Hitachi Power Systems Americas, Inc.",Orleans,NY,Lockport - Mortimer 115kV,NM-NG,Solar,20.0,20,20,2019-05-29,Withdrawn,,2021-02-28 00:00:00,,,,,,B,0.0,,
0866,North Country Wind,"NY North Country, LLC",Franklin,NY,Willis - Moses 230 kV MW1,NYPA,Wind,298.2,298.2,298.2,2019-06-03,Withdrawn,,2024-12-31 00:00:00,,,,,,D,0.0,,
0867,Somerset Solar Development LLC,Somerset Solar Development LLC,Niagara,NY,Kintigh 345kV,NYSEG,Solar,20.0,20,20,2019-06-03,Withdrawn,,2020-01-31 00:00:00,,,,,,A,0.0,,
0868,Cayuga Solar LLC,Cayuga Solar LLC,Cayuga,NY,Milliken Substation,NYSEG,Solar,19.9,19.9,19.9,2019-06-03,Withdrawn,,2020-01-31 00:00:00,,,,,,C,0.0,,
0869,Tabletop Solar,SunEast Tabletop Solar LLC,Montgomery,NY,Clinton - Clinton Tap 115 kV,NM-NG,Solar,80.0,80,80,2019-06-04,Withdrawn,,2024-12-31 00:00:00,,,,,,F,0.0,,
0871,Verona Solar Energy Center I,Invenergy Solar Project Development LLC,Oneida,NY,Clay - Edic 345kV,NYPA,Solar,250.0,250,250,2019-06-05,Withdrawn,,2024-06-30 00:00:00,,,,,,C,0.0,,
0872,Taproot Solar Energy Energy,Invenergy Solar Project Development LLC,Montgomery,NY,Porter - Rotterdam 230kV,NM-NG,Solar,300.0,300,300,2019-06-05,Withdrawn,,2019-12-31 00:00:00,,,,,,E,0.0,,
0873,Verona Solar Energy Center II,Invenergy Solar Project Development LLC,Oneida,NY,Clay - Edic 345kV,NYPA,Solar,250.0,250.0,250.0,2019-06-05,Withdrawn,,2024-05-31 00:00:00,,,,,,C,0.0,,
0875,SL Portland Solar,"SL Portland, LLC",Chautauqua,NY,Dunkirk - Falconer 115 kV,NM-NG,Solar,19.9,19.9,19.9,2019-06-06,Withdrawn,,2020-04-30 00:00:00,,,,,,A,0.0,,
0876,SL Selkirk Solar,"SL Selkirk, LLC",Albany,NY,New Scotland - Alps 345kV,NM-NG,Solar,19.9,19.9,19.9,2019-06-06,Withdrawn,,2019-10-31 00:00:00,,,,,,F,0.0,,
0877,SL York Solar,"SL York, LLC",Livingston,NY,Golah - S. Perry 115 kV,NM-NG,Solar,19.9,19.9,19.9,2019-06-06,Withdrawn,,2020-04-30 00:00:00,,,,,,B,0.0,,
0878,Pirates Island,"Energy Storage Resources, LLC",Erie,NY,Huntley - Gardenville 115kV,NM-NG,Energy Storage,100.0,100,100,2019-06-10,Withdrawn,,2024-09-30 00:00:00,,,,,,A,0.0,,
0879,Holley Road Solar,Empire Community Solar LLC,Orleans,NY,Lockport - Mortimer 115kV,NM-NG,Solar,19.9,19.9,19.9,2019-06-10,Withdrawn,,10/31/22,,,,,,B,0.0,,
0881,New Bremen Solar,"New Bremen Solar, LLC",Lewis,NY,Bremen - Lowville 115kV,NM-NG,Solar,100.0,100,100,2019-06-10,Withdrawn,,2023-12-31 00:00:00,,,,,,E,0.0,,
0884,Blooming Farm LLC,Dimension NY 1 LLC,Orange,NY,Blooming Grove Substation 69kV,O&R,Energy Storage,10.2,10.2,10.2,2019-06-12,Withdrawn,,2019-10-04 00:00:00,,,,,,G,0.0,,
0886,Turin Highlands Solar,"Empire State Land Holdings, LLC",Oneida,NY,Taylorville - Boonville 115kV,NM-NG,Solar,20.0,20,20,2019-06-12,Withdrawn,,2019-07-31 00:00:00,,,,,,E,0.0,,
0888,Hornell Center 16,Sky Solar Inc.,Allegany,NY,Moraine Substation 115kV,NYSEG,Solar,17.6,17.6,17.6,2019-06-13,Withdrawn,,2019-10-31 00:00:00,,,,,,C,0.0,,
0889,Peconic River II,"Energy Storage Resources, LLC",Suffolk,NY,8RX Moriches,LIPA,Energy Storage,19.2,19.2,19.2,2019-06-20,Withdrawn,,2019-08-31 00:00:00,,,,,,K,0.0,,
0890,Queen City,"Energy Storage Resources, LLC",Dutchess,NY,Knapps Corners,CHGE,Energy Storage,19.2,19.2,19.2,2019-06-20,Withdrawn,,2019-10-04 00:00:00,,,,,,K,0.0,,
0891,Meredith Woods,"Energy Storage Resources, LLC",NY,NY,Baron Blvd,ConEd,Energy Storage,19.2,19.2,19.2,2019-06-24,Withdrawn,,2019-10-04 00:00:00,,,,,,J,0.0,,
0892,Holtsville Fuel Cell,FourGen LLC,Suffolk,NY,Holtsville 69kV,LIPA,Fuel Cell,20.0,20,20,2019-07-15,Withdrawn,,2020-07-31 00:00:00,,,,,,K,0.0,,
