Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Proposed Completion Date,iso,outcome,Status,Withdrawn Date,Actual Completion Date,Withdrawal Comment,queue_date,queue_year,capacity_mw,resolved
2100,SOUZA SOLAR,,LOS ANGELES,CA,Vincent-Lugo 500 kV line,SCE,Storage + Photovoltaic,200.0,,,2021-04-15 07:00:00,2025-10-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-09-28 07:00:00,,,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2102,ALTILIUM ENERGY STORAGE,,SAN BERNADINO,CA,Victor Substation 230 kV,SCE,Storage,400.0,,,2021-04-15 07:00:00,2025-08-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-09-09 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2104,DOS PALMAS,,SAN BERNARDINO,CA,Victor Substation 230 kV,SCE,Storage,400.0,,,2021-04-15 07:00:00,2031-04-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-04-23 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2106,PEARL GEOTHERMAL,,ESMERALDA COUNTY,NV,Control Substation 115 kV,SCE,Steam Turbine,200.0,,,2021-04-15 07:00:00,2027-09-10 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-09 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2107,SUMMIT HYBRID,,SAN BERNARDINO,CA,Kramer-Victor #1 230 kV line,SCE,Photovoltaic + Storage,200.0,,,2021-04-15 07:00:00,2025-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-23 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2108,RED DIAMOND SOLAR,,SAN BERNARDINO,CA,Tortilla Substation 115 kV,SCE,Photovoltaic + Storage,60.0,,,2021-04-15 07:00:00,2028-04-10 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-03 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,60.0,True
2109,ADAGIO,,LOS ANGELES,CA,Hinson Substation 230 kV,SCE,Storage,400.0,,,2021-04-15 07:00:00,2032-04-28 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-11-19 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2110,FLEA FLICKER ENERGY STORAGE,,LOS ANGELES,CA,Vincent Substation 230 kV,SCE,Storage,200.0,,,2021-04-15 07:00:00,2033-01-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2024-07-31 07:00:00,,Failure to Cure Deficiency,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2112,MAGNOLIA,,RIVERSIDE,CA,Mira Loma Substation 230 kV,SCE,Storage,400.0,,,2021-04-15 07:00:00,2032-04-09 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-07 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2118,SPROUT,,LOS ANGELES,CA,Center S Substation 230 kV,SCE,Storage,400.0,,,2021-04-15 07:00:00,2030-10-11 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-17 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2119,RISU,,ORANGE COUNTY,CA,Villa Park Substation 230 kV,SCE,Storage,250.0,,,2021-04-15 07:00:00,2030-10-11 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-16 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2120,VOLTRON,,LOS ANGELES COUNTY,CA,Laguna Bell Substation 230 kV Substation,SCE,Storage + Photovoltaic,300.0,,,2021-04-15 07:00:00,2024-06-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-02 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2121,GREENWOOD ENERGY STORAGE,,LOS ANGELES,CA,Mesa Substation 500 kV,SCE,Storage,250.0,,,2021-04-15 07:00:00,2032-05-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-08-12 07:00:00,,Failure to Cure Deficiency,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2122,JACIVA ENERGY STORAGE,,SAN BERNARDINO,CA,Mira Loma Substation 230 kV,SCE,Storage,400.0,,,2021-04-15 07:00:00,2024-08-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2123,SPINDLE ENERGY STORAGE,,LOS ANGELES,CA,La Cienega Substation 230 kV,SCE,Storage,500.0,,,2021-04-15 07:00:00,2024-08-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,500.0,True
2126,FUERTE ENERGY STORAGE,,SAN BERNARDINO,CA,Mira Loma - Chino 230 #1 230 kV ,SCE,Storage,550.0,,,2021-04-15 07:00:00,2024-08-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-18 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,550.0,True
2127,OTROS ALAMITOS ENERGY STORAGE,,LOS ANGELES,CA,Alamitos 220 kV,SCE,Storage,236.0,,,2021-04-15 07:00:00,2031-08-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-09-16 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,236.0,True
2128,MANUEL STORAGE,,SAN BERNARDINO,CA,Chino Substation 230 kV,SCE,Storage,150.0,,,2021-04-15 07:00:00,2025-10-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
2130,LAS PILAS,,SAN BERNARDINO,CA,Mira Loma Substation 230 kV,SCE,Storage,200.0,,,2021-04-15 07:00:00,2024-11-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2131,MERLIN STORAGE,,LOS ANGELES,CA,Hinson Substation 220 kV,SCE,Storage,200.0,,,2021-04-15 07:00:00,2032-05-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-05-27 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2132,RANGER,,LOS ANGELES,CA,Laguna Bell Substation 230 kV,SCE,Storage,100.0,,,2021-04-15 07:00:00,2024-11-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-15 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
2133,LIVE OAK STORAGE,,SAN BERNARDINO,CA,San Bernadino 220 kV,SCE,Storage,350.0,,,2021-04-15 07:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-09-23 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,350.0,True
2134,LOPEZ BESS,,LOS ANGELES,CA,Sylmar-Gould line 230 kV,SCE,Storage,162.9,,,2021-04-15 07:00:00,2033-06-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2024-12-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,162.9,True
2135,CATHODE,,LOS ANGELES,CA,Hinson Substation 220kV ,SCE,Storage,300.0,,,2021-04-15 07:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-08 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2137,MT BALDY ENERGY STORAGE,,SAN BERNARDINO,CA,Mira Loma Substation 230 kV,SCE,Storage,500.0,,,2021-04-15 07:00:00,2031-02-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2024-07-01 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,500.0,True
2138,SEPARATOR UNIT 2,,ORANGE,CA,SERRANO Substation 220 kV,SCE,Storage,300.0,,,2021-04-15 07:00:00,2031-01-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2024-05-22 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2143,ALUM GEOTHERMAL,,ESMERALDA COUNTY,NV,Beatty Substation 138 kV,VEA,Steam Turbine,427.3,,,2021-04-15 07:00:00,2025-02-01 08:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-09 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,427.3,True
2145,DANDELION HYBRID SOLAR,,NYE,NV,Vista Substation 230 kV,GLW,Photovoltaic + Storage,220.0,,,2021-04-15 07:00:00,2027-12-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-05-28 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,220.0,True
2151,LAVA RIDGE WIND,,LINCOLN,ID,Harry Allen-Eldorado 500 kV,DSLK,Storage + Wind Turbine,1050.0,,,2021-04-15 07:00:00,2025-12-01 08:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,1050.0,True
2152,SALMON FALLS WIND,,TWIN FALLS,ID,Harry Allen-Eldorado 500 kV,DSLK,Storage + Wind Turbine,800.0,,,2021-04-15 07:00:00,2026-12-01 08:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,800.0,True
2153,FRIGATEBIRD STORAGE,,SAN DIEGO,CA,Silvergate Substation 230 kV,SDGE,Storage,200.0,,,2021-04-15 07:00:00,2035-03-05 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-04-07 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2155,AMBER RAY,,SAN DIEGO,CA,Chicarita Substation 138 kV,SDGE,Storage,300.0,,,2021-04-15 07:00:00,2027-04-12 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-17 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2156,SCIURUS,,ORANGE,CA,Trabuco Substation 138 kV,SDGE,Storage,300.0,,,2021-04-15 07:00:00,2028-09-09 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-17 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2157,GNARLY OSAGE,,SAN DIEGO,CA,Encina Substation 138 kV,SDGE,Storage,300.0,,,2021-04-15 07:00:00,2027-08-07 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-07-16 07:00:00,,Failure to Cure Deficiency,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2158,PALADIN,,ORANGE,CA,Rancho Mission Viejo Substation 138 kV,SDGE,Storage,300.0,,,2021-04-15 07:00:00,2024-06-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-11 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2159,BERNARDO ENERGY STORAGE,,SAN DIEGO,CA,Artesian Ranch Substation 69 kV,SDGE,Storage,150.0,,,2021-04-15 07:00:00,2025-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-23 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
2160,OLD STEEL BRIDGE BESS,,SAN DIEGO,CA,Jamacha - Miguel 69 kV Line,SDGE,Storage,150.0,,,2021-04-15 07:00:00,2025-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-23 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
2162,SOLAR DE MEXICALI,,BAJA CALIFORNIA,MX,Imperial Valley Substation 230 kV,SDGE,Photovoltaic + Storage,275.0,,,2021-04-15 07:00:00,2030-03-16 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-04-07 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,275.0,True
2163,PAVION,,SAN DIEGO,CA,Talega Substation 230 kV,SDGE,Storage,400.0,,,2021-04-15 07:00:00,2026-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-18 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2164,PETREL STORAGE,,SAN DIEGO,CA,Friars Substation 138 kV,SDGE,Storage,50.0,,,2021-04-15 07:00:00,2024-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-16 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,50.0,True
2165,TOWER 1 ENERGY STORAGE,,SAN DIEGO,CA,Ocean Ranch Substation 69 kV,SDGE,Storage,100.0,,,2021-04-15 07:00:00,2029-02-05 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-09-08 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
2167,HAMMERHEAD STORAGE,,SAN DIEGO,CA,Scripps Substation 69 kV,SDGE,Storage,70.0,,,2021-04-15 07:00:00,2030-05-05 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-05-28 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,70.0,True
2168,LAGO DOMINGO SOLAR,,SAN DIEGO,CA,Boulevard East Substation 69 kV,SDGE,Storage + Photovoltaic,80.0,,,2021-04-15 07:00:00,2025-10-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-14 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,80.0,True
2169,SPANISH TABLE,,SAN DIEGO,CA,Border - Border Tap 69 kV,SDGE,Storage,100.0,,,2021-04-15 07:00:00,2024-05-31 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
2170,JAPATUL VALLEY STORAGE,,SAN DIEGO,CA,Suncrest Substation 230 kV,SDGE,Storage,300.0,,,2021-04-15 07:00:00,2024-12-31 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-09 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2171,WEST HILLS ENERGY STORAGE,,SAN DIEGO,CA,Sycamore Canyon Substation 230 kV,SDGE,Storage,250.0,,,2021-04-15 07:00:00,2025-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-23 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2172,HYDER,,MARICOPA,AZ,Hoodoo Wash - Hassayampa 500 kV Line,SDGE,Photovoltaic + Storage,800.0,,,2021-04-15 07:00:00,2035-06-05 07:00:00,CAISO,withdrawn,WITHDRAWN,2024-12-13 08:00:00,,,2021-04-15 07:00:00+00:00,2021.0,800.0,True
2174,CHARGER STORAGE,,SAN DIEGO,CA,Otay Mesa Switchyard 230 kV,SDGE,Storage,600.0,,,2021-04-15 07:00:00,2025-10-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-29 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,600.0,True
2175,WINGED DOVE STORAGE,,YUMA,AZ,Hoodoo Wash Switchyard 500 kV,SDGE,Storage,400.0,,,2021-04-15 07:00:00,2028-03-11 08:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2176,YUHA DESERT BATTERY STORAGE,,IMPERIAL,CA,Imperial Valley Substation 230 kV,SDGE,Storage,600.0,,,2021-04-15 07:00:00,2031-11-05 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-05-28 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,600.0,True
2178,BELL BLUFF STORAGE,,SAN DIEGO,CA,Suncrest Substation 230 kV,SDGE,Storage,300.0,,,2021-04-15 07:00:00,2035-03-05 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-06-01 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2179,BIERSTADT ENERGY STORAGE,,SAN DIEGO,CA,Border Substation 69 kV,SDGE,Storage,99.99,,,2021-04-15 07:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-09 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,99.99,True
2180,CARGO STORAGE,,SAN DIEGO,CA,Otay Mesa Switchyard 230 kV,SDGE,Storage,300.0,,,2021-04-15 07:00:00,2036-05-05 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-06-01 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2181,PINSCHER ENERGY STORAGE,,SAN DIEGO,CA,Carrizo Gorge Switchyard 138 kV,SDGE,Storage,149.91,,,2021-04-15 07:00:00,2029-02-05 08:00:00,CAISO,withdrawn,WITHDRAWN,2024-07-17 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,149.91,True
2182,TAYLOR STORAGE,,SAN DIEGO,CA,Chicarita Substation 138 kV,SDGE,Storage,100.0,,,2021-04-15 07:00:00,2029-12-01 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-07-17 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
2183,HELIX STORAGE,,SAN DIEGO,CA,Spring Valley Substation 69 kV,SDGE,Storage,80.0,,,2021-04-15 07:00:00,2025-11-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-08-20 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,80.0,True
2184,AMBERJACK ENERGY STORAGE,,SAN DIEGO,CA,Loveland - Alpine 69 kV Line,SDGE,Storage,100.0,,,2021-04-15 07:00:00,2034-02-05 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-09-03 07:00:00,,,2021-04-15 07:00:00+00:00,2021.0,100.0,True
2186,SANDBAR ENERGY STORAGE,,SAN DIEGO,CA,San Luis Rey Substation 230 kV,SDGE,Storage,250.0,,,2021-04-15 07:00:00,2030-02-05 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-05-14 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2187,EOLICA DE RUMOROSA,,TECATE BAJA CALIFORNIA MEXICO,CA,East County Substation 500 kV,SDGE,Wind Turbine,900.0,,,2021-04-15 07:00:00,2035-05-05 07:00:00,CAISO,withdrawn,WITHDRAWN,2024-06-18 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,900.0,True
2188,GERANIUM ENERGY STORAGE,,SAN DIEGO,CA,Miguel Substation 69 kV,SDGE,Storage,50.0,,,2021-04-15 07:00:00,2029-02-05 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-02-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,50.0,True
2189,LA FUENTE ENERGY STORAGE,,SAN DIEGO,CA,Otay Mesa Switchyard 230 kV,SDGE,Storage,100.0,,,2021-04-15 07:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-18 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
2190,HERMES ENERGY STORAGE,,SAN DIEGO,CA,Border Substation 69 kV,SDGE,Storage,150.0,,,2021-04-15 07:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-09-03 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
2191,FREIGHT ENERGY STORAGE,,SAN DIEGO,CA,Border Substation 69 kV,SDGE,Storage,50.0,,,2021-04-15 07:00:00,2025-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-03 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,50.0,True
2192,PAJARO VALLEY STORAGE,,SAN DIEGO,CA,Salt Creek Substation 69 kV,SDGE,Storage,100.0,,,2021-04-15 07:00:00,2030-03-05 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-02-04 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
2193,VENTANA ENERGY STORAGE,,SAN BERNARDINO,CA,Lugo,SCE,Storage,250.0,,,2022-06-03 07:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-08-11 07:00:00,,IC Request,2022-06-03 07:00:00+00:00,2022.0,250.0,True
2194,PRONGHORN ENERGY STORAGE,,LOS ANGELES,CA,Antelope,SCE,Storage,120.0,,,2022-06-13 07:00:00,2026-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-08-18 07:00:00,,IC Request,2022-06-13 07:00:00+00:00,2022.0,120.0,True
2196,MALAGA BESS,,FRESNO,CA,Malaga 115 kV,PGAE,Storage,44.0,,,2023-01-04 08:00:00,2024-11-06 08:00:00,CAISO,withdrawn,WITHDRAWN,2024-11-27 08:00:00,,,2023-01-04 08:00:00+00:00,2023.0,44.0,True
2197,VENTANA RELIABILITY PROJECT,,SAN BERNARDINO,CA,Lugo,SCE,Storage,250.0,,,2023-01-11 08:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-04-05 07:00:00,,Failure to Cure Deficiency,2023-01-11 08:00:00+00:00,2023.0,250.0,True
2198,VISTA RELIABILITY,,LOS ANGELES,CA,Vincent,SCE,Storage,250.0,,,2023-01-31 08:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-04-05 07:00:00,,Failure to Cure Deficiency,2023-01-31 08:00:00+00:00,2023.0,250.0,True
2199,TUNGSTEN BESS,,SAN BERNARDINO,CA,Victor Substation 230 kV,SCE,Storage,120.0,,,2023-03-02 08:00:00,2026-05-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2024-11-27 08:00:00,,,2023-03-02 08:00:00+00:00,2023.0,120.0,True
1601,BESS,,Essex,MA,NGRID KING ST T3,,BAT,4.99,4.99,4.99,1/14/2025,2/3/2027,ISONE,withdrawn,Withdrawn,6/13/2025,,,2025-01-14 00:00:00+00:00,2025.0,4.99,True
1600,Chazy Lake BESS (NYISO-C24-308),,Clinton,NY,NYISO Patnode 230 kV,,BAT,50.0,50.0,50.0,12/12/2024,8/1/2028,ISONE,withdrawn,Withdrawn,3/14/2025,,,2024-12-12 00:00:00+00:00,2024.0,50.0,True
1599,Dover NY BESS (NYISO-C24-316),,Dutchess,NY,NYISO Pleasant Valley-Cricket Valley 345 kV,,BAT,1000.0,1000.0,1000.0,12/12/2024,5/1/2028,ISONE,withdrawn,Withdrawn,6/26/2025,,,2024-12-12 00:00:00+00:00,2024.0,1000.0,True
1598,Zenobe Rotterdam LLC (NYISO-C24-191),,Schenectady,NY,NYISO Rotterdam 115 kV,,BAT,100.0,100.0,100.0,12/12/2024,6/1/2028,ISONE,withdrawn,Withdrawn,12/5/2025,,,2024-12-12 00:00:00+00:00,2024.0,100.0,True
1597,New Scotland BESS (NYISO-C24-045),,Albany,NY,NYISO New Scotland 345 kV,,BAT,1350.0,1350.0,1350.0,12/12/2024,9/1/2027,ISONE,withdrawn,Withdrawn,6/26/2025,,,2024-12-12 00:00:00+00:00,2024.0,1350.0,True
1596,NY Chateaugay 0 Willis Rd Storage (NYISO-C24-304-004),,Franklin,NY,NYISO Willis 230 kV Substation,,BAT,150.0,150.0,150.0,12/12/2024,2/1/2028,ISONE,active,Active,,,,2024-12-12 00:00:00+00:00,2024.0,150.0,False
1595,Willard Storage (NYISO-C24-148),,Rensselaer,NY,NYISO Eastover 115 kV,,BAT,300.0,300.0,300.0,12/12/2024,10/1/2028,ISONE,active,Active,,,,2024-12-12 00:00:00+00:00,2024.0,300.0,False
1594,Woonsocket Substation – Tifft ST BESS,,Providence,RI,"RIE feeder 26W7, Woonsocket Substation",,BAT,4.5,4.5,4.5,11/15/2024,12/31/2026,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-11-15 00:00:00+00:00,2024.0,4.5,True
1593,Point St Substation – Aldrich St BESS,,Providence,RI,"RIE feeder 76F6, Point St Substation",,BAT,3.0,3.0,3.0,11/15/2024,12/31/2026,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-11-15 00:00:00+00:00,2024.0,3.0,True
1592,SHELD BESS,,Hampden,MA,South Hadley Electric Light Department 13.8KV,,BAT,3.0,3.0,3.0,8/21/2024,9/1/2025,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-21 00:00:00+00:00,2024.0,3.0,True
1591,Chase Hill Substation - Western RI DER Study #3,,Washington,RI,"RIE Feeder 155F2, Chase Hill Substation",,SUN,2.375,2.375,2.375,8/19/2024,12/1/2026,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-19 00:00:00+00:00,2024.0,2.375,True
1590,Tower Hill Substation - Western RI DER Study #3,,Washington,RI,"RIE Feeder 88F7, Tower Hill Substation",,SUN,3.06,3.06,3.06,8/19/2024,12/1/2026,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-19 00:00:00+00:00,2024.0,3.06,True
1589,Kent County Substation - Western RI DER Study #3,,Kent,RI,"RIE feeder 3309 and 3311, Kent County Substation",,SUN,21.748,21.748,21.748,8/19/2024,12/1/2026,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-19 00:00:00+00:00,2024.0,21.748,True
1588,Wood River Substation - Western RI DER Study #3,,Washington,RI,"RIE feeder 85T2 and 85T3, Wood River Substation",,SUN,49.0,49.0,49.0,8/19/2024,12/1/2026,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-19 00:00:00+00:00,2024.0,49.0,True
1587,Battery Storage,,Worcester,MA,West Boylston Denton Lovell Substation T2 Transformer fed from the P142W. Distribution Feeder -F23 Hartwell Feeder,,BAT,3.0,3.0,3.0,8/15/2024,9/15/2025,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-15 00:00:00+00:00,2024.0,3.0,True
1586,Battery Storage,,Chittenden,VT,Global Foundries 13.8 kV bus,,BAT,16.0,16.0,16.0,8/14/2024,3/1/2026,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-14 00:00:00+00:00,2024.0,16.0,True
1585,HGE Group Study,,Hampden,MA,Holyoke 52W via 52W6 Circuit or New Circuit,,BAT,12.98,12.98,12.98,8/13/2024,3/1/2025,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-13 00:00:00+00:00,2024.0,12.98,True
1584,HGE Group Study,,Hampden,MA,Holyoke 44P via New 34.5 kV Circuit,,NG,4.0,4.0,4.0,8/13/2024,1/1/2026,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-13 00:00:00+00:00,2024.0,4.0,True
1583,HGE Group Study,,Hampden,MA,Holyoke 17L via 17L16 Circuit,,BAT,4.95,4.95,4.95,8/13/2024,2/15/2025,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-08-13 00:00:00+00:00,2024.0,4.95,True
1582,Paxton BESS,,Worcester,MA,Paxton Municipal Light Department 13.8KV,,BAT,3.0,3.0,3.0,7/29/2024,11/25/2024,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-07-29 00:00:00+00:00,2024.0,3.0,True
1581,TMLP Landfill Solar,,Bristol,MA,TMLP Dist Feeder 1841.32 Station 18 13.8kV/115kV,,SUN,2.99,2.99,2.99,7/29/2024,1/24/2025,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-07-29 00:00:00+00:00,2024.0,2.99,True
1580,RMLD DER Group Study,,Middlesex,MA,RMLD Station 3/NG S145 & T146 Lines,,BAT,9.98,9.98,9.98,7/29/2024,6/15/2025,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-07-29 00:00:00+00:00,2024.0,9.98,True
1579,RMLD DER Group Study,,Middlesex,MA,RMLD Station 4/EE 211-503 & 211-504 Lines,,BAT,4.996,4.996,4.996,7/29/2024,2/15/2025,ISONE,withdrawn,Withdrawn,6/13/2025,,,2024-07-29 00:00:00+00:00,2024.0,4.996,True
