Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Proposed Completion Date,iso,outcome,Status,Withdrawn Date,Actual Completion Date,Withdrawal Comment,queue_date,queue_year,capacity_mw,resolved
1981,AIRFIELD,,KERN,CA,Semitropic  - Midway #1 115 kV,PGAE,Photovoltaic + Storage,100.0,,,2021-04-15 07:00:00,2024-12-31 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-02 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
1982,RESPIRE,,KERN,CA,MIDWAY-TUPMAN-RIO BRAVO-RENFRO 115 kV,PGAE,Storage + Photovoltaic,100.0,,,2021-04-15 07:00:00,2024-12-31 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-02 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
1984,HOG ISLAND,,TULARE COUNTY,CA,Olive Switch Station - Smyrna 115 kV line,PGAE,Photovoltaic + Storage,150.0,,,2021-04-15 07:00:00,2024-06-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-02 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
1985,FINKE RIVER,,KERN COUNTY,CA,Kern - Old River #1 70 kV line,PGAE,Storage + Photovoltaic,150.0,,,2021-04-15 07:00:00,2024-06-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-02 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
1986,ROWAN,,KERN,CA,Symrna-Semitropic-Midway 115 kV Line,PGAE,Storage + Photovoltaic,100.0,,,2021-04-15 07:00:00,2024-12-31 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-02 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
1988,THUNDER,,KERN,CA,Lamont Substation 115 kV,PGAE,Storage + Photovoltaic,100.0,,,2021-04-15 07:00:00,2028-04-11 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-17 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
1989,ROSEBOWL,,KERN COUNTY,CA,Kern PP Substation 115KV ,PGAE,Storage,150.0,,,2021-04-15 07:00:00,2024-06-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-16 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
1990,SHEATH STORAGE,,KERN COUNTY,CA,Midway Substation 230 kV,PGAE,Storage,100.0,,,2021-04-15 07:00:00,2024-06-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-16 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
1991,SALIX,,KERN COUNTY,CA,Midway Substation 230 kV,PGAE,Storage + Photovoltaic,100.0,,,2021-04-15 07:00:00,2024-06-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-16 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
1992,CALLINAN SOLAR AND STORAGE,,KERN,CA,Arco 230 kV,PGAE,Storage + Photovoltaic,150.0,,,2021-04-15 07:00:00,2031-02-18 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-08-01 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
1993,AURUM MINE,,KERN,CA,Bear Mountain - Bear Mountain Tap 115 kV line,PGAE,Storage,100.0,,,2021-04-15 07:00:00,2024-06-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-16 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
1994,EIGER ENERGY STORAGE,,KERN,CA,Lamont 115 kV,PGAE,Storage,100.0,,,2021-04-15 07:00:00,2032-02-16 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-04-20 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
1995,EVEREST ENERGY STORAGE,,KERN,CA,Kern PP 230 kV,PGAE,Storage,200.0,,,2021-04-15 07:00:00,2030-10-18 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-04-20 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
1996,BRECKENRIDGE,,KERN,CA,Lamont Substation 115 kV,PGAE,Storage,75.0,,,2021-04-15 07:00:00,2025-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-17 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,75.0,True
1997,HIGH PLAINS STORAGE,,SAN LUIS OBISPO,CA,Caliente Switching Station 230 kV,PGAE,Storage,400.0,,,2021-04-15 07:00:00,2024-04-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-18 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
1998,ISLAY,,SAN LUIS OBISPO,CA,Diablo Canyon 500 kV,PGAE,Storage + Wind Turbine,1500.0,,,2021-04-15 07:00:00,2034-08-16 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-08-18 07:00:00,,Failure to Cure Deficiency,2021-04-15 07:00:00+00:00,2021.0,1500.0,True
1999,LEGACY,,KERN,CA,Wheeler Ridge-Tejon 70 kV Line,PGAE,Photovoltaic + Storage,98.0,,,2021-04-15 07:00:00,2024-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-07 08:00:00,,,2021-04-15 07:00:00+00:00,2021.0,98.0,True
2000,FLYWAY SOLAR,,KERN,CA,"Berrenda ""C"" Tap 70 kV",PGAE,Storage + Photovoltaic,110.0,,,2021-04-15 07:00:00,2024-10-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-14 08:00:00,,,2021-04-15 07:00:00+00:00,2021.0,110.0,True
2002,FOUNTAIN HYBRID,,TULARE,CA,Alpaugh Substation 115 kV,PGAE,Storage + Photovoltaic,140.0,,,2021-04-15 07:00:00,2025-10-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-05 08:00:00,,,2021-04-15 07:00:00+00:00,2021.0,140.0,True
2003,BUCKAROO SOLAR STORAGE,,KERN,CA,Kern - Old River #2 70 kV,PGAE,Storage + Photovoltaic,100.0,,,2021-04-15 07:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-29 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,100.0,True
2004,VALLEY SUNLIGHT REFINERY,,KINGS,CA,Gates-Midway 230 kV Line,PGAE,Photovoltaic + Storage,400.0,,,2021-04-15 07:00:00,2032-02-18 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-05-28 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2005,EUROPA ENERGY CENTER,,KERN,CA,Gates - Midway 230 KV Line,PGAE,Photovoltaic + Storage,300.0,,,2021-04-15 07:00:00,2025-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-07 08:00:00,,,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2006,CALLOWAY BESS,,KERN,CA,7th Standard 115 kV,PGAE,Storage,82.9,,,2021-04-15 07:00:00,2029-09-16 07:00:00,CAISO,withdrawn,WITHDRAWN,2024-12-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,82.9,True
2007,WATER CANYON WIND,,SAN LUIS OBISPO,CA,Diablo Canyon Switching Station 500 kV,PGAE,Wind Turbine,1000.0,,,2021-04-15 07:00:00,2028-03-31 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-12 08:00:00,,,2021-04-15 07:00:00+00:00,2021.0,1000.0,True
2008,SALINAN ENERGY,,SAN LUIS OBISPO,CA,Diablo-Gates 500 kV Line,PGAE,Wind Turbine + Storage,1148.37,,,2021-04-15 07:00:00,2032-09-17 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-05-13 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,1148.37,True
2009,SHOVELNOSE ENERGY STORAGE,,SAN LUIS OBISPO,CA,Callender SW STA 115 kV,PGAE,Storage,75.0,,,2021-04-15 07:00:00,2023-05-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-28 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,75.0,True
2010,CANNAE,,KERN,CA,Midway 115 kV,PGAE,Photovoltaic + Storage,115.0,,,2021-04-15 07:00:00,2030-12-03 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-03-27 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,115.0,True
2011,GRAN VISTA,,KERN,CA,Midway-Wheeler Ridge #1 230 kV,PGAE,Photovoltaic + Storage,137.85,,,2011-04-15 07:00:00,2024-07-31 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-28 08:00:00,,IC Request,2011-04-15 07:00:00+00:00,2011.0,137.85,True
2012,SEAGLASS OFFSHORE WIND,,SAN LUIS OBISPO,CA,Morro Bay 230 kV,PGAE,Wind Turbine,606.0588,,,2021-04-15 07:00:00,2032-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2024-11-26 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,606.0588,True
2013,ANDROMEDA,,TULARE,CA,Alpaugh 115 kV,PGAE,Storage + Photovoltaic,160.0,,,2021-04-15 07:00:00,2029-04-10 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-09-24 07:00:00,,Failure to Cure Deficiency,2021-04-15 07:00:00+00:00,2021.0,160.0,True
2014,BRAVO WIND,,SAN LUIS OBISPO,CA,Diablo Canyon 500 kV,PGAE,Wind Turbine,1400.0,,,2021-04-15 07:00:00,2034-02-17 08:00:00,CAISO,withdrawn,WITHDRAWN,2024-06-17 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,1400.0,True
2016,CHERRYBLOSSOM HYBRID SOLAR,,SAN LUIS OBISPO,CA,Solar Switching Station 230 kV,PGAE,Storage + Photovoltaic,130.0,,,2021-04-15 07:00:00,2024-11-30 08:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-10 08:00:00,,,2021-04-15 07:00:00+00:00,2021.0,130.0,True
2017,ARIELLA SOLAR,,TULARE,CA,Olive 115 kV,PGAE,Photovoltaic + Storage,160.0,,,2021-04-15 07:00:00,2030-12-17 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-03-04 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,160.0,True
2018,HIDDEN KNOLLS BESS,,KERN,CA,Arco-Carneras 70 kV Line,PGAE,Storage,30.0,,,2021-04-15 07:00:00,2028-10-18 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-05-28 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,30.0,True
2019,SUR VISTA,,KERN,CA,Midway Substation 230 kV,PGAE,Photovoltaic + Storage,352.09,,,2021-04-15 07:00:00,2024-07-31 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-28 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,352.09,True
2020,RED STAR GRIZZLY OFFSHORE WIND,,SAN LUIS OBISPO,CA,Diablo Canyon Substation 500 kV,PGAE,Wind Turbine,1000.0,,,2021-04-15 07:00:00,2028-04-13 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-05 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,1000.0,True
2021,LA PAZ 2,,MARICOPA,AZ,Cielo Azul Substation 500 kV,DCRT,Storage + Photovoltaic,500.0,,,2021-04-15 07:00:00,2028-04-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-09 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,500.0,True
2023,JOVE SOLAR,,LA PAZ,AZ,Cielo Azul Substation 500 kV,DCRT,Photovoltaic + Storage,2000.0,,,2021-04-15 07:00:00,2030-01-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-07-16 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,2000.0,True
2024,BRENDA RENEWABLE ENERGY COMPLEX,,LA PAZ,AZ,TWL Series Compensation Station 500 kV,DCRT,Photovoltaic,350.0,,,2021-04-15 07:00:00,2025-12-31 08:00:00,CAISO,withdrawn,WITHDRAWN,2021-08-09 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,350.0,True
2025,RANEGRAS PVS,,LA PAZ,AZ,Colorado River-Delaney 500 kV line,DCRT,Storage + Photovoltaic,700.0,,,2021-04-15 07:00:00,2029-07-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-04-07 07:00:00,,,2021-04-15 07:00:00+00:00,2021.0,700.0,True
2026,ADOBE FLATS,,LA PAZ,AZ,Cielo Azul Substation 500 kV,DCRT,Photovoltaic + Storage,500.0,,,2021-04-15 07:00:00,2025-11-30 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-07 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,500.0,True
2028,PRIMROSE HYBRID,,MARICOPA,AZ,Delaney Substation 500 kV,DCRT,Storage + Photovoltaic,449.9969,,,2021-04-15 07:00:00,2025-06-16 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-08-12 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,449.9969,True
2030,EMPIRE,,SAN BERNADINO,CA,Etiwanda Substation 230 kV,SCE,Storage,1600.0,,,2021-04-15 07:00:00,2024-11-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-28 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,1600.0,True
2031,MARLEY,,RIVERSIDE,CA,Wildlife Substation 230 kV,SCE,Storage,200.0,,,2021-04-15 07:00:00,2032-06-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-10-31 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2034,HUB CITY ENERGY STORAGE,,RIVERSIDE COUNTY,CA,Devers 220kV,SCE,Storage,250.0,,,2021-04-15 07:00:00,2031-01-01 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-11-13 08:00:00,,Failure to Cure Deficiency,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2035,PELAGIC ENERGY STORAGE,,RIVERSIDE,CA,Devers Substation 220 kV,SCE,Storage,400.0,,,2021-04-15 07:00:00,2024-08-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-13 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2037,SARGASSO STORAGE,,SAN BERNARDINO,CA,San Bernadino 230 kV,SCE,Storage,200.0,,,2021-04-15 07:00:00,2032-05-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-11-07 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2038,RED ARCH HYBRID SOLAR,,KERN,CA,Devers-El Casco line 230kV,SCE,Photovoltaic + Storage,300.0,,,2021-04-15 07:00:00,2025-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2021-08-10 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2040,GARGANTUA STORAGE,,RIVERSIDE,CA,Mirage Substation 230 kV,SCE,Storage,250.0,,,2021-04-15 07:00:00,2024-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2021-08-16 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2043,PICADOR ENERGY STORAGE,,SAN BERNARDINO,CA,Etiwanda Substation 230 kV,SCE,Storage,250.0,,,2021-04-15 07:00:00,2032-05-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-10-13 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2044,NATURA,,RIVERSIDE,CA,DEVERS SUBSTATION 220 kV,SCE,Storage + Photovoltaic + Wind Turbine,200.0,,,2021-04-15 07:00:00,2025-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-03 07:00:00,,,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2045,INVICTUS,,RIVERSIDE,CA,Colorado River 230 kV,SCE,Storage + Photovoltaic,300.0,,,2021-04-15 07:00:00,2029-11-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2026-05-26 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2046,ASHANTI HYBRID SOLAR,,RIVERSIDE,CA,Eagle Mountain Substation 220 kV,SCE,Photovoltaic + Storage,320.0,,,2021-04-15 07:00:00,2024-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-02 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,320.0,True
2047,LONGMEADOW HYBRID SOLAR,,RIVERSIDE COUNTY,CA,Red Bluff Substation 220 kV,SCE,Photovoltaic + Storage,225.0,,,2021-04-15 07:00:00,2024-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-02 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,225.0,True
2049,ARDILLA,,RIVERSIDE,CA,Devers Substation 230kV,SCE,Storage,400.0,,,2021-04-15 07:00:00,2032-04-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-10-02 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2050,ETERNAL 2,,RIVERSIDE,CA,Red Bluff Substation 500 kV,SCE,Storage + Storage,1400.0,,,2021-04-15 07:00:00,2031-11-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-08-14 07:00:00,,,2021-04-15 07:00:00+00:00,2021.0,1400.0,True
2051,SALVADOR,,RIVERSIDE,CA,MIRAGE Substation 220 kV,SCE,Photovoltaic + Storage,400.0,,,2021-04-15 07:00:00,2030-12-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-10-21 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2053,GOODALL STORAGE,,SAN BERNARDINO,CA,Vista - Mira Loma 230 kV line,SCE,Storage,500.0,,,2021-04-15 07:00:00,2023-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2021-09-13 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,500.0,True
2054,GOLDENSTAR ENERGY STORAGE,,LOS ANGELES,CA,Antelope Substation 220 kV,SCE,Storage,200.0,,,2021-04-15 07:00:00,2024-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-10-31 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2056,QUERCUS,,LOS ANGELES,CA,Pardee-Vincent No1 230kV Line,SCE,Storage,400.0,,,2021-04-15 07:00:00,2034-12-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2024-12-12 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2057,RESONATE,,LOS ANGELES COUNTY,CA,WHIRLWIND Substation 230 kV,SCE,Storage + Photovoltaic,300.0,,,2021-04-15 07:00:00,2024-06-30 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-02 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,300.0,True
2058,FOUR CREEKS ENERGY STORAGE,,TULARE,CA,Rector Substation 230 kV,SCE,Storage,250.0,,,2021-04-15 07:00:00,2030-07-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-09-09 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2063,GILMORE SOLAR,,TULARE,CA,Vestal Substation 230 kV,SCE,Photovoltaic + Storage,200.0,,,2021-04-15 07:00:00,2025-10-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-09-28 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2065,BELLEFIELD SOLAR 4,,KERN,CA,Windhub Substation 500 kV,SCE,Photovoltaic + Storage,500.0,,,2021-04-15 07:00:00,2025-07-31 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-30 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,500.0,True
2067,WINOKA HYBRID SOLAR,,KERN,CA,Highwind Substation 230 kV,SCE,Photovoltaic + Storage,250.0,,,2021-04-15 07:00:00,2024-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2021-08-10 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2069,ADASTRA HYBRID SOLAR,,TULARE,CA,Springville Substation 230 kV,SCE,Photovoltaic + Storage,350.0,,,2021-04-15 07:00:00,2025-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-30 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,350.0,True
2070,COLIMA HYBRID SOLAR,,KERN,CA,Pastoria Substation 230 kV,SCE,Storage + Photovoltaic,600.0,,,2021-04-05 07:00:00,2026-04-15 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-01 08:00:00,,IC Request,2021-04-05 07:00:00+00:00,2021.0,600.0,True
2071,CONLOUGE SOLAR,,TULARE,CA,Springville Substation 230 kV,SCE,Photovoltaic + Storage,200.0,,,2021-04-15 07:00:00,2025-10-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-04 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2072,DUPONT STORAGE,,VENTURA,CA,Moorpark Substation 230 kV,SCE,Storage,150.0,,,2021-04-15 07:00:00,2025-10-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-04 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
2073,ALPINE STORAGE,,LOS ANGELES,CA,Neenach Substation 66 kV,SCE,Storage,79.0,,,2021-04-15 07:00:00,2026-04-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-12-20 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,79.0,True
2074,ALTA 1 STORAGE,,KERN,CA,Windhub Substation 230 kV,SCE,Storage,150.0,,,2021-04-15 07:00:00,2024-04-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-09-10 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
2075,FAIRMONT SOLAR I,,LOS ANGELES,CA,Antelope-Neenach 66kV line,SCE,Storage + Photovoltaic,20.0,,,2021-04-15 07:00:00,2023-12-15 08:00:00,CAISO,withdrawn,WITHDRAWN,2024-04-08 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,20.0,True
2076,MICHELANGELO,,VENTURA,CA,Moorpark Substation 230 kV,SCE,Storage,200.0,,,2021-04-15 07:00:00,2024-11-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-15 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2077,HUXLEY SOLAR,,LOS ANGELES,CA,Vincent Substation 230 kV,SCE,Storage + Photovoltaic,325.0,,,2021-04-15 07:00:00,2027-06-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-10-12 07:00:00,,,2021-04-15 07:00:00+00:00,2021.0,325.0,True
2079,SLATE MOUNTAIN SOLAR,,TULARE,CA,Springville Substation 230 kV,SCE,Storage + Photovoltaic,80.0,,,2021-04-15 07:00:00,2027-12-01 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-11 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,80.0,True
2080,RANGELAND SOLAR,,LOS ANGELES,CA,Antelope- Magunden #2 230 kV line,SCE,Photovoltaic + Storage,210.0,,,2021-04-15 07:00:00,2033-08-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2025-08-29 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,210.0,True
2083,QUAIL LAKE STORAGE,,LOS ANGELES,CA,Bailey Substation 230 kV,SCE,Storage,150.0,,,2021-04-15 07:00:00,2025-11-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-21 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
2084,SOLAR FARM ENERGY CENTER,,TULARE,CA,Rector Substation 230kV,SCE,Storage + Photovoltaic,400.0,,,2021-04-15 07:00:00,2026-11-30 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-10-31 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2086,BISON PEAK,,KERN,CA,WINDHUB Substation 230 kV,SCE,Storage,500.0,,,2021-04-15 07:00:00,2025-12-31 08:00:00,CAISO,withdrawn,WITHDRAWN,2023-02-08 08:00:00,,Failure to Cure Deficiency,2021-04-15 07:00:00+00:00,2021.0,500.0,True
2087,EDISON DRIVE ENERGY STORAGE,,VENTURA,CA,Moorpark Substation 230 kV,SCE,Storage,660.0,,,2021-04-15 07:00:00,2024-01-01 08:00:00,CAISO,withdrawn,WITHDRAWN,2022-08-26 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,660.0,True
2088,AMARYLLIS SOLAR,,TULARE,CA,Vestal Substation 220 kV,SCE,Photovoltaic + Storage,200.0,,,2021-04-15 07:00:00,2026-12-31 08:00:00,CAISO,withdrawn,WITHDRAWN,2021-09-15 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2090,GWENT STORAGE 2,,VENTURA,CA,Moorpark Substation 230 kV,SCE,Storage,465.0,,,2021-04-15 07:00:00,2033-01-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-10-28 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,465.0,True
2091,MAATHAI,,LOS ANGELES,CA,Vincent Substation 230 kV,SCE,Storage,250.0,,,2021-04-15 07:00:00,2033-01-26 08:00:00,CAISO,withdrawn,WITHDRAWN,2025-11-18 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,250.0,True
2093,YEAGER MUSTANG,,KERN,CA,Whirlwind-Windhub 500 kV,SCE,Storage + Photovoltaic,400.0,,,2021-04-15 07:00:00,2027-09-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2023-01-24 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2094,FITZGIBBONS SOLAR,,SAN BERNARDINO,CA,Pisgah Substation 230 kV,SCE,Storage + Photovoltaic,200.0,,,2021-04-15 07:00:00,2025-10-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2021-08-09 07:00:00,,,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2095,LAKEY SOLAR,,SAN BERNARDINO,CA,Victor Substation 230 kV,SCE,Photovoltaic + Storage,200.0,,,2021-04-15 07:00:00,2025-10-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-10 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,200.0,True
2096,HIDALGO ENERGY STORAGE,,SAN BERNARDINO,CA,Kramer-Lugo #1 220 kV,SCE,Storage,400.0,,,2021-04-15 07:00:00,2033-09-26 07:00:00,CAISO,withdrawn,WITHDRAWN,2026-04-27 07:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,400.0,True
2098,CUERNO GRANDE WIND,,SAN BERNARDINO,CA,Lugo-Pisgah  230 kV,SCE,Wind Turbine,150.0,,,2021-04-15 07:00:00,2035-04-10 07:00:00,CAISO,withdrawn,WITHDRAWN,2024-12-11 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
2099,GRAVEL HILLS WIND & SOLAR,,KERN,CA,Kramer Substation 230 kV,SCE,Wind Turbine + Photovoltaic,150.0,,,2021-04-15 07:00:00,2025-10-01 07:00:00,CAISO,withdrawn,WITHDRAWN,2022-11-10 08:00:00,,IC Request,2021-04-15 07:00:00+00:00,2021.0,150.0,True
